,Resting_ECG
0,-0.025
1,-0.028
2,-0.026
3,-0.011
4,-0.01
5,-0.004
6,-0.006
7,-0.003
8,0.003
9,0.008
10,0.01
11,0.002
12,0.006
13,0.015
14,0.013
15,0.015
16,0.025
17,0.03
18,0.021
19,0.022
20,0.035
21,0.031
22,0.035
23,0.048
24,0.05
25,0.049
26,0.058
27,0.056
28,0.048
29,0.059
30,0.069
31,0.063
32,0.054000000000000006
33,0.058
34,0.064
35,0.057
36,0.064
37,0.061
38,0.055
39,0.053
40,0.049
41,0.043
42,0.042
43,0.042
44,0.031
45,0.024
46,0.02
47,0.025
48,0.011
49,0.005
50,0.005
51,0.005
52,-0.011
53,-0.006999999999999999
54,-0.016
55,-0.02
56,-0.022
57,-0.025
58,-0.032
59,-0.032
60,-0.034
61,-0.036000000000000004
62,-0.054000000000000006
63,-0.044
64,-0.041
65,-0.048
66,-0.064
67,-0.052000000000000005
68,-0.058
69,-0.05
70,-0.044
71,-0.057
72,-0.052000000000000005
73,-0.055
74,-0.05
75,-0.054000000000000006
76,-0.057
77,-0.04
78,-0.044
79,-0.044
80,-0.033
81,-0.036000000000000004
82,-0.039
83,-0.045
84,-0.03
85,-0.028
86,-0.033
87,-0.019
88,-0.023
89,-0.022
90,-0.015
91,-0.009000000000000001
92,-0.022
93,-0.018000000000000002
94,-0.021
95,-0.023
96,-0.017
97,-0.01
98,0.004
99,0.006
100,0.002
101,0.008
102,0.005
103,0.014
104,0.04
105,0.05
106,0.069
107,0.069
108,0.062
109,0.037000000000000005
110,0.015
111,0.009000000000000001
112,-0.013
113,-0.027000000000000003
114,-0.024
115,-0.04
116,-0.052000000000000005
117,-0.064
118,-0.08900000000000001
119,-0.1
120,-0.103
121,-0.092
122,-0.08900000000000001
123,-0.094
124,-0.078
125,-0.086
126,-0.08199999999999999
127,-0.086
128,-0.077
129,-0.073
130,-0.06
131,-0.062
132,-0.06
133,-0.062
134,-0.051
135,-0.031
136,-0.003
137,0.043
138,0.146
139,0.308
140,0.477
141,0.526
142,0.58
143,0.455
144,0.185
145,-0.129
146,-0.386
147,-0.5489999999999999
148,-0.557
149,-0.513
150,-0.401
151,-0.28300000000000003
152,-0.202
153,-0.117
154,-0.063
155,-0.032
156,-0.022
157,-0.019
158,-0.017
159,-0.008
160,-0.015
161,-0.01
162,0.002
163,0.008
164,0.017
165,0.018000000000000002
166,0.016
167,0.015
168,0.026
169,0.028
170,0.033
171,0.035
172,0.038
173,0.041
174,0.041
175,0.045
176,0.046
177,0.049
178,0.057
179,0.062
180,0.056
181,0.062
182,0.062
183,0.068
184,0.077
185,0.087
186,0.079
187,0.078
188,0.08199999999999999
189,0.079
190,0.07200000000000001
191,0.073
192,0.083
193,0.084
194,0.083
195,0.085
196,0.075
197,0.07
198,0.071
199,0.063
200,0.053
201,0.054000000000000006
202,0.06
203,0.049
204,0.044
205,0.044
206,0.038
207,0.039
208,0.035
209,0.035
210,0.02
211,0.028
212,0.027000000000000003
213,0.024
214,0.016
215,0.02
216,0.02
217,0.014
218,0.023
219,0.017
220,0.015
221,0.012
222,0.02
223,0.012
224,0.006
225,0.016
226,0.011
227,0.004
228,-0.004
229,-0.012
230,-0.004
231,-0.011
232,-0.002
233,-0.003
234,-0.002
235,-0.003
236,0.011
237,0.008
238,0.011
239,0.012
240,0.014
241,0.019
242,0.028
243,0.025
244,0.028
245,0.036000000000000004
246,0.04
247,0.032
248,0.029
249,0.04
250,0.041
251,0.042
252,0.056
253,0.062
254,0.067
255,0.069
256,0.068
257,0.07
258,0.061
259,0.067
260,0.08199999999999999
261,0.107
262,0.123
263,0.117
264,0.104
265,0.097
266,0.091
267,0.077
268,0.057
269,0.046
270,0.042
271,0.029
272,0.005
273,-0.008
274,-0.04
275,-0.049
276,-0.052000000000000005
277,-0.059
278,-0.063
279,-0.066
280,-0.065
281,-0.057
282,-0.057
283,-0.053
284,-0.056
285,-0.048
286,-0.034
287,-0.032
288,-0.031
289,-0.027000000000000003
290,-0.028
291,-0.016
292,0.02
293,0.09
294,0.183
295,0.321
296,0.522
297,0.578
298,0.619
299,0.565
300,0.259
301,-0.064
