,Resting_ECG
0,-0.037000000000000005
1,-0.054000000000000006
2,-0.052000000000000005
3,-0.059
4,-0.037000000000000005
5,-0.048
6,-0.033
7,-0.046
8,-0.052000000000000005
9,-0.06
10,-0.068
11,-0.054000000000000006
12,-0.038
13,-0.047
14,-0.043
15,-0.02
16,0.003
17,0.052000000000000005
18,0.23
19,0.398
20,0.457
21,0.532
22,0.638
23,0.866
24,0.8320000000000001
25,0.644
26,0.293
27,-0.154
28,-0.455
29,-0.562
30,-0.539
31,-0.416
32,-0.257
33,-0.187
34,-0.139
35,-0.09
36,-0.111
37,-0.15
38,-0.087
39,-0.068
40,-0.122
41,-0.096
42,-0.08
43,-0.083
44,-0.075
45,-0.068
46,-0.067
47,-0.083
48,-0.062
49,-0.078
50,-0.069
51,-0.049
52,-0.065
53,-0.092
54,-0.066
55,-0.037000000000000005
56,-0.037000000000000005
57,-0.059
58,-0.055
59,-0.029
60,-0.029
61,-0.025
62,-0.031
63,-0.029
64,-0.009000000000000001
65,-0.002
66,-0.015
67,-0.032
68,-0.005
69,0.008
70,-0.002
71,0.002
72,0.009000000000000001
73,-0.004
74,-0.012
75,-0.011
76,-0.006999999999999999
77,-0.023
78,-0.019
79,-0.024
80,-0.05
81,-0.039
82,-0.028
83,-0.052000000000000005
84,-0.07
85,-0.048
86,-0.044
87,-0.07200000000000001
88,-0.08900000000000001
89,-0.086
90,-0.083
91,-0.103
92,-0.1
93,-0.115
94,-0.136
95,-0.135
96,-0.142
97,-0.16899999999999998
98,-0.163
99,-0.156
100,-0.18
101,-0.2
102,-0.175
103,-0.172
104,-0.194
105,-0.183
106,-0.182
107,-0.19
108,-0.18
109,-0.182
110,-0.185
111,-0.174
112,-0.14800000000000002
113,-0.146
114,-0.151
115,-0.126
116,-0.107
117,-0.127
118,-0.138
119,-0.106
120,-0.116
121,-0.127
122,-0.121
123,-0.108
124,-0.122
125,-0.13
126,-0.116
127,-0.117
128,-0.122
129,-0.118
130,-0.113
131,-0.11
132,-0.07400000000000001
133,-0.056
134,-0.054000000000000006
135,-0.063
136,-0.058
137,-0.04
138,-0.022
139,0.042
140,0.038
141,0.016
142,0.03
143,0.026
144,-0.01
145,-0.046
146,-0.084
147,-0.135
