,Resting_ECG
0,0.023
1,0.019
2,0.027000000000000003
3,0.013
4,0.005
5,-0.015
6,-0.017
7,-0.009000000000000001
8,-0.024
9,-0.022
10,-0.042
11,-0.061
12,-0.098
13,-0.031
14,-0.001
15,-0.077
16,-0.128
17,-0.134
18,-0.139
19,-0.141
20,-0.153
21,-0.147
22,-0.14300000000000002
23,-0.125
24,-0.132
25,-0.114
26,-0.13699999999999998
27,-0.114
28,-0.125
29,-0.128
30,-0.111
31,-0.092
32,-0.07400000000000001
33,-0.101
34,-0.101
35,-0.1
36,-0.06
37,-0.077
38,-0.099
39,-0.08900000000000001
40,-0.035
41,-0.013
42,-0.051
43,-0.054000000000000006
44,-0.057
45,-0.029
46,-0.03
47,-0.008
48,-0.025
49,-0.042
50,-0.026
51,-0.008
52,-0.046
53,-0.029
54,0.006999999999999999
55,-0.004
56,-0.023
57,-0.041
58,-0.038
59,-0.019
60,-0.002
61,0.03
62,-0.036000000000000004
63,-0.1
64,-0.033
65,-0.025
66,0.02
67,-0.011
68,0.021
69,0.003
70,0.016
71,-0.015
72,0.015
73,0.041
74,-0.025
75,-0.13
76,-0.103
77,-0.079
78,-0.029
79,-0.001
80,-0.04
81,0.002
82,-0.024
83,-0.046
84,-0.056
85,-0.06
86,-0.084
87,-0.096
88,-0.076
89,-0.059
90,-0.055
91,-0.0
92,0.039
93,-0.004
94,-0.065
95,-0.037000000000000005
96,0.0
97,0.025
98,0.021
99,-0.009000000000000001
100,-0.027000000000000003
101,0.002
102,0.047
103,0.028
104,0.004
105,0.033
106,0.062
107,-0.006999999999999999
108,0.032
109,0.068
110,0.046
111,0.034
112,0.026
113,0.009000000000000001
114,-0.0
115,-0.019
116,0.068
117,0.267
118,0.421
119,0.7240000000000001
120,1.037
121,1.277
122,1.463
123,1.4380000000000002
124,1.3530000000000002
125,1.086
126,0.6970000000000001
127,0.187
128,-0.052000000000000005
129,-0.019
130,-0.004
131,0.015
132,-0.008
133,-0.067
134,-0.112
135,-0.113
136,-0.126
137,-0.177
138,-0.212
139,-0.154
140,-0.15
141,-0.232
142,-0.223
143,-0.207
144,-0.177
145,-0.155
146,-0.174
147,-0.207
148,-0.165
149,-0.146
150,-0.12
151,-0.104
152,-0.065
153,-0.07
154,-0.14300000000000002
155,-0.119
156,-0.091
157,-0.044
158,-0.054000000000000006
159,-0.011
160,-0.107
161,-0.079
162,-0.01
163,-0.055
164,-0.07200000000000001
165,-0.093
166,-0.051
167,-0.022
168,-0.061
169,-0.097
170,-0.021
171,-0.073
172,-0.142
173,-0.108
174,-0.14300000000000002
175,-0.158
176,-0.158
177,-0.129
178,-0.13
179,-0.134
180,-0.16
181,-0.139
182,-0.168
183,-0.156
184,-0.147
185,-0.158
186,-0.175
187,-0.14800000000000002
188,-0.152
189,-0.153
190,-0.138
191,-0.136
192,-0.142
193,-0.121
194,-0.096
195,-0.077
196,-0.13699999999999998
197,-0.163
198,-0.126
199,-0.091
200,-0.08199999999999999
201,-0.092
202,-0.1
203,-0.112
204,-0.053
205,-0.033
206,-0.051
207,-0.043
208,-0.092
209,-0.05
210,0.049
211,0.073
212,-0.001
213,-0.127
214,-0.096
215,-0.11
216,-0.036000000000000004
217,-0.039
218,-0.026
219,-0.068
220,-0.047
221,-0.023
222,0.005
223,-0.012
224,-0.057
225,-0.016
226,0.03
227,0.052000000000000005
228,0.033
229,0.029
230,0.004
231,-0.017
232,-0.068
233,-0.113
234,-0.096
235,-0.049
236,-0.025
237,-0.02
238,-0.018000000000000002
239,-0.017
240,-0.031
241,-0.044
242,-0.07
243,-0.023
244,-0.032
245,-0.07400000000000001
246,-0.079
247,-0.053
248,-0.031
249,-0.016
250,-0.086
251,-0.05
252,-0.054000000000000006
253,-0.065
254,-0.022
255,-0.017
256,0.018000000000000002
257,-0.055
258,-0.018000000000000002
259,-0.034
260,-0.002
261,0.015
262,-0.018000000000000002
263,0.01
264,-0.004
265,0.07
266,0.066
267,-0.013
268,-0.001
269,-0.023
270,-0.02
271,-0.014
272,-0.047
273,-0.033
274,0.056
275,0.204
276,0.4920000000000001
277,0.805
278,1.0759999999999998
279,1.2990000000000002
280,1.419
281,1.354
282,1.1909999999999998
283,0.981
284,0.659
285,0.2
286,-0.032
287,-0.054000000000000006
288,-0.019
289,-0.02
290,-0.039
291,-0.098
292,-0.146
293,-0.13699999999999998
294,-0.154
295,-0.159
296,-0.182
297,-0.183
298,-0.149
299,-0.16699999999999998
300,-0.13699999999999998
301,-0.189
302,-0.119
303,-0.136
304,-0.14300000000000002
305,-0.136
306,-0.12
307,-0.112
308,-0.119
309,-0.104
310,-0.084
311,-0.075
312,-0.087
313,-0.094
314,-0.07400000000000001
315,-0.06
316,-0.028
317,-0.026
318,-0.039
319,-0.008
320,-0.021
321,-0.011
322,-0.004
323,0.009000000000000001
324,-0.023
325,-0.055
326,-0.051
327,-0.062
328,-0.053
329,-0.023
330,-0.092
331,-0.117
332,-0.123
333,-0.13
334,-0.133
335,-0.129
336,-0.108
337,-0.112
338,-0.122
339,-0.1
340,-0.09
341,-0.098
342,-0.113
343,-0.118
344,-0.094
345,-0.094
346,-0.14400000000000002
347,-0.14400000000000002
348,-0.115
349,-0.13
350,-0.107
351,-0.1
352,-0.122
353,-0.119
354,-0.121
355,-0.07
356,-0.076
357,-0.069
358,-0.08800000000000001
359,-0.08900000000000001
360,-0.041
361,0.035
362,0.053
363,-0.022
364,-0.044
365,-0.052000000000000005
366,-0.085
367,-0.057
368,-0.061
369,-0.043
370,-0.054000000000000006
371,-0.08800000000000001
372,-0.049
373,-0.045
374,-0.015
375,0.005
376,-0.008
377,-0.02
378,-0.017
379,0.014
380,0.024
381,0.015
382,-0.035
383,-0.052000000000000005
384,-0.055
385,-0.068
386,-0.065
387,-0.042
388,-0.03
389,-0.04
390,-0.039
391,-0.051
392,-0.077
393,-0.09
394,-0.09
395,-0.08800000000000001
396,-0.125
397,-0.125
398,-0.155
399,-0.114
400,-0.14800000000000002
401,-0.099
402,-0.116
403,-0.112
404,-0.111
405,-0.116
406,-0.113
407,-0.102
408,-0.103
409,-0.096
410,-0.094
411,-0.091
412,-0.087
413,-0.081
414,-0.075
415,-0.063
416,-0.061
417,-0.063
418,-0.06
419,-0.058
420,-0.07200000000000001
421,-0.092
422,-0.122
423,-0.134
424,-0.115
425,-0.07
426,0.09
427,0.313
428,0.609
429,0.922
430,1.166
431,1.34
432,1.3259999999999998
433,1.239
434,1.041
435,0.802
436,0.332
437,-0.032
438,-0.117
439,-0.069
440,-0.04
441,-0.058
442,-0.112
443,-0.173
444,-0.202
445,-0.189
446,-0.179
447,-0.2
448,-0.213
449,-0.193
450,-0.179
451,-0.195
452,-0.192
453,-0.179
454,-0.158
455,-0.163
456,-0.165
457,-0.15
458,-0.119
459,-0.112
460,-0.117
461,-0.113
462,-0.08800000000000001
463,-0.07400000000000001
464,-0.079
465,-0.083
466,-0.056
467,-0.024
468,-0.027000000000000003
469,-0.032
470,-0.021
471,-0.01
472,-0.018000000000000002
473,-0.034
474,-0.032
475,-0.02
476,-0.03
477,-0.047
478,-0.059
479,-0.057
480,-0.07
481,-0.09
482,-0.108
483,-0.11
484,-0.103
485,-0.119
486,-0.135
487,-0.127
488,-0.114
489,-0.126
490,-0.155
491,-0.14400000000000002
492,-0.14300000000000002
493,-0.141
494,-0.152
495,-0.152
496,-0.14
497,-0.141
498,-0.146
499,-0.154
500,-0.14300000000000002
501,-0.133
502,-0.136
503,-0.139
504,-0.136
505,-0.108
506,-0.108
507,-0.111
508,-0.105
509,-0.092
510,-0.08
511,-0.08199999999999999
512,-0.076
513,-0.064
514,-0.058
515,-0.05
516,-0.052000000000000005
