,Resting_ECG
0,0.145
1,0.151
2,0.14300000000000002
3,0.158
4,0.159
5,0.165
6,0.151
7,0.163
8,0.18
9,0.17600000000000002
10,0.168
11,0.18
12,0.2
13,0.182
14,0.177
15,0.188
16,0.192
17,0.181
18,0.17800000000000002
19,0.16899999999999998
20,0.159
21,0.15
22,0.132
23,0.105
24,0.092
25,0.067
26,0.039
27,-0.002
28,-0.033
29,-0.047
30,-0.086
31,-0.129
32,-0.152
33,-0.171
34,-0.209
35,-0.237
36,-0.263
37,-0.272
38,-0.292
39,-0.302
40,-0.312
41,-0.321
42,-0.329
43,-0.335
44,-0.35200000000000004
45,-0.336
46,-0.324
47,-0.336
48,-0.332
49,-0.318
50,-0.307
51,-0.295
52,-0.28600000000000003
53,-0.277
54,-0.278
55,-0.27
56,-0.249
57,-0.248
58,-0.249
59,-0.231
60,-0.223
61,-0.22
62,-0.214
63,-0.195
64,-0.197
65,-0.188
66,-0.181
67,-0.172
68,-0.16899999999999998
69,-0.154
70,-0.162
71,-0.161
72,-0.14
73,-0.14
74,-0.136
75,-0.134
76,-0.121
77,-0.122
78,-0.125
79,-0.125
80,-0.105
81,-0.112
82,-0.113
83,-0.114
84,-0.113
85,-0.114
86,-0.103
87,-0.104
88,-0.107
89,-0.098
90,-0.093
91,-0.1
92,-0.093
93,-0.08199999999999999
94,-0.092
95,-0.085
96,-0.076
97,-0.076
98,-0.083
99,-0.07400000000000001
100,-0.07
101,-0.075
102,-0.07400000000000001
103,-0.064
104,-0.067
105,-0.067
106,-0.057
107,-0.055
108,-0.054000000000000006
109,-0.052000000000000005
110,-0.05
111,-0.047
112,-0.052000000000000005
113,-0.041
114,-0.041
115,-0.04
116,-0.025
117,-0.019
118,-0.024
119,-0.022
120,-0.01
121,-0.012
122,-0.011
123,-0.012
124,-0.013
125,-0.008
126,-0.004
127,-0.0
128,-0.004
129,-0.001
130,0.011
131,0.011
132,0.006999999999999999
133,0.02
134,0.024
135,0.02
136,0.022
137,0.032
138,0.033
139,0.028
140,0.036000000000000004
141,0.037000000000000005
142,0.039
143,0.042
144,0.037000000000000005
145,0.038
146,0.054000000000000006
147,0.062
148,0.051
149,0.059
150,0.057
151,0.056
152,0.06
153,0.06
154,0.059
155,0.058
156,0.06
157,0.067
158,0.062
159,0.069
160,0.078
161,0.07400000000000001
162,0.067
163,0.075
164,0.081
165,0.079
166,0.085
167,0.086
168,0.079
169,0.07400000000000001
170,0.084
171,0.08900000000000001
172,0.094
173,0.08900000000000001
174,0.087
175,0.08199999999999999
176,0.08900000000000001
177,0.086
178,0.085
179,0.081
180,0.08900000000000001
181,0.09
182,0.08900000000000001
183,0.096
184,0.104
185,0.106
186,0.098
187,0.08900000000000001
188,0.075
189,0.07
190,0.08800000000000001
191,0.1
192,0.08800000000000001
193,0.095
194,0.08900000000000001
195,0.087
196,0.078
197,0.095
198,0.097
199,0.097
200,0.102
201,0.117
202,0.115
203,0.109
204,0.098
205,0.07
206,0.066
207,0.073
208,0.071
209,0.07200000000000001
210,0.08
211,0.076
212,0.076
213,0.071
214,0.08199999999999999
215,0.076
216,0.08199999999999999
217,0.08900000000000001
218,0.092
219,0.086
220,0.08900000000000001
221,0.091
222,0.08199999999999999
223,0.086
224,0.079
225,0.07400000000000001
226,0.095
227,0.14400000000000002
228,0.218
229,0.343
230,0.503
231,0.6940000000000001
232,0.9
233,1.107
234,1.296
235,1.12
236,0.654
237,0.157
238,-0.196
239,-0.353
240,-0.363
241,-0.336
242,-0.29600000000000004
243,-0.209
244,-0.097
245,-0.004
246,0.035
247,0.043
248,0.046
249,0.058
250,0.06
251,0.055
252,0.042
253,0.054000000000000006
254,0.063
255,0.052000000000000005
256,0.034
257,0.048
258,0.067
259,0.067
260,0.054000000000000006
261,0.056
262,0.062
263,0.061
264,0.058
265,0.062
266,0.075
267,0.075
268,0.069
269,0.057
270,0.071
271,0.08199999999999999
272,0.075
273,0.066
274,0.085
275,0.094
276,0.085
277,0.083
278,0.099
279,0.103
280,0.099
281,0.094
282,0.096
283,0.103
284,0.104
285,0.104
286,0.102
287,0.111
288,0.13
289,0.124
290,0.112
291,0.13
292,0.145
293,0.136
294,0.128
295,0.129
296,0.136
297,0.13
298,0.122
299,0.104
300,0.098
301,0.098
302,0.079
303,0.055
304,0.051
305,0.032
306,0.002
307,-0.035
308,-0.057
309,-0.08
310,-0.116
311,-0.159
312,-0.185
313,-0.209
314,-0.231
315,-0.258
316,-0.295
317,-0.31
318,-0.318
319,-0.333
320,-0.349
321,-0.355
322,-0.36
323,-0.369
324,-0.368
325,-0.361
326,-0.355
327,-0.355
328,-0.348
329,-0.345
330,-0.342
331,-0.328
332,-0.32299999999999995
333,-0.322
334,-0.311
335,-0.29
336,-0.29
337,-0.28600000000000003
338,-0.273
339,-0.263
340,-0.258
341,-0.252
342,-0.245
343,-0.241
344,-0.231
345,-0.223
346,-0.225
347,-0.21600000000000005
348,-0.207
349,-0.203
350,-0.2
351,-0.188
352,-0.184
353,-0.185
354,-0.189
355,-0.172
356,-0.16699999999999998
357,-0.177
358,-0.17600000000000002
359,-0.168
360,-0.171
361,-0.166
362,-0.14800000000000002
363,-0.158
364,-0.161
365,-0.152
366,-0.151
367,-0.152
368,-0.14300000000000002
369,-0.141
370,-0.14300000000000002
371,-0.139
372,-0.133
373,-0.138
374,-0.136
375,-0.131
376,-0.128
377,-0.127
378,-0.121
379,-0.109
380,-0.113
381,-0.121
382,-0.112
383,-0.104
384,-0.119
385,-0.114
386,-0.104
387,-0.108
388,-0.103
389,-0.087
390,-0.091
391,-0.096
392,-0.08199999999999999
393,-0.077
394,-0.078
395,-0.076
396,-0.07
397,-0.062
398,-0.058
399,-0.063
400,-0.064
401,-0.06
402,-0.051
403,-0.054000000000000006
404,-0.051
405,-0.04
406,-0.029
407,-0.043
408,-0.043
409,-0.028
410,-0.028
411,-0.03
412,-0.025
413,-0.01
414,-0.011
415,-0.008
416,-0.009000000000000001
417,-0.004
418,-0.003
419,-0.002
420,-0.008
421,-0.006999999999999999
422,0.004
423,0.01
424,0.012
425,0.016
426,0.02
427,0.012
428,0.015
429,0.023
430,0.017
431,0.012
432,0.03
433,0.023
434,0.018000000000000002
435,0.034
436,0.045
437,0.038
438,0.04
439,0.05
440,0.047
441,0.038
442,0.046
443,0.056
444,0.054000000000000006
445,0.058
446,0.066
447,0.071
448,0.063
449,0.065
450,0.051
451,0.041
452,0.054000000000000006
453,0.066
454,0.048
455,0.054000000000000006
456,0.064
457,0.067
458,0.062
459,0.07400000000000001
460,0.069
461,0.073
462,0.08199999999999999
463,0.106
464,0.098
465,0.09
466,0.078
467,0.053
468,0.052000000000000005
469,0.065
470,0.066
471,0.057
472,0.057
473,0.069
474,0.061
475,0.063
476,0.06
477,0.062
478,0.062
479,0.063
480,0.061
481,0.065
482,0.067
483,0.071
484,0.07400000000000001
485,0.081
486,0.08
487,0.07
488,0.075
489,0.092
490,0.14800000000000002
491,0.229
492,0.36
493,0.5529999999999999
494,0.75
495,0.964
496,1.194
497,1.328
498,1.013
499,0.536
500,0.065
501,-0.244
502,-0.364
503,-0.34600000000000003
504,-0.334
505,-0.297
506,-0.2
507,-0.09
508,0.006999999999999999
509,0.057
510,0.065
511,0.071
512,0.083
513,0.075
514,0.055
515,0.053
516,0.077
517,0.08900000000000001
518,0.065
519,0.069
520,0.081
521,0.083
522,0.07
523,0.066
524,0.084
525,0.1
526,0.092
527,0.08199999999999999
528,0.084
529,0.105
530,0.101
531,0.08900000000000001
532,0.08199999999999999
533,0.1
534,0.103
535,0.094
536,0.101
537,0.113
538,0.114
539,0.114
540,0.106
541,0.122
542,0.133
543,0.129
544,0.132
545,0.134
546,0.147
547,0.145
548,0.14
549,0.145
550,0.157
551,0.163
552,0.16
553,0.159
554,0.18
555,0.183
556,0.174
557,0.16399999999999998
558,0.168
559,0.171
560,0.168
561,0.154
562,0.142
563,0.139
564,0.132
565,0.103
566,0.083
567,0.07
568,0.047
569,0.011
570,-0.014
571,-0.038
572,-0.078
573,-0.109
574,-0.14300000000000002
575,-0.16699999999999998
576,-0.197
577,-0.224
578,-0.251
579,-0.273
580,-0.285
581,-0.29600000000000004
582,-0.315
583,-0.325
584,-0.32299999999999995
585,-0.333
586,-0.336
587,-0.336
588,-0.332
589,-0.333
590,-0.324
591,-0.317
592,-0.312
593,-0.305
594,-0.277
595,-0.285
596,-0.276
597,-0.267
598,-0.261
599,-0.254
600,-0.249
601,-0.233
602,-0.224
603,-0.217
604,-0.211
605,-0.208
606,-0.2
607,-0.19
608,-0.189
609,-0.185
610,-0.172
611,-0.165
612,-0.159
613,-0.163
614,-0.14300000000000002
615,-0.151
616,-0.147
617,-0.13699999999999998
618,-0.131
619,-0.136
620,-0.127
621,-0.118
622,-0.119
623,-0.127
624,-0.115
625,-0.115
626,-0.118
627,-0.118
628,-0.11
629,-0.115
630,-0.114
631,-0.1
632,-0.113
633,-0.113
634,-0.097
635,-0.085
636,-0.101
637,-0.091
638,-0.081
639,-0.08199999999999999
640,-0.09
641,-0.079
642,-0.085
643,-0.076
644,-0.075
645,-0.073
646,-0.062
647,-0.062
648,-0.058
649,-0.066
650,-0.057
651,-0.05
652,-0.055
653,-0.057
654,-0.05
655,-0.039
656,-0.042
657,-0.042
658,-0.039
659,-0.037000000000000005
660,-0.029
661,-0.028
662,-0.02
663,-0.029
664,-0.02
665,-0.014
666,-0.016
667,-0.012
668,-0.004
669,-0.009000000000000001
670,-0.006999999999999999
671,0.01
672,0.011
673,0.002
674,-0.0
675,0.012
676,0.011
677,0.008
678,0.013
679,0.015
680,0.015
681,0.02
682,0.028
683,0.018000000000000002
684,0.019
685,0.029
686,0.03
687,0.032
688,0.037000000000000005
689,0.036000000000000004
690,0.033
691,0.04
692,0.047
693,0.044
694,0.047
695,0.052000000000000005
696,0.056
697,0.054000000000000006
698,0.06
699,0.053
700,0.057
701,0.069
702,0.062
703,0.056
704,0.053
705,0.066
706,0.06
707,0.057
708,0.066
709,0.066
710,0.067
711,0.07200000000000001
712,0.078
713,0.07
714,0.071
715,0.076
716,0.077
717,0.069
718,0.076
719,0.08
720,0.075
721,0.063
722,0.076
723,0.078
724,0.081
725,0.077
726,0.077
727,0.08
728,0.09
729,0.1
730,0.092
731,0.09
732,0.083
733,0.064
734,0.056
735,0.07
736,0.083
737,0.086
738,0.068
739,0.078
740,0.08199999999999999
741,0.083
742,0.085
743,0.083
744,0.092
745,0.109
746,0.116
747,0.095
748,0.086
749,0.07400000000000001
750,0.061
751,0.061
752,0.068
753,0.065
754,0.057
755,0.068
756,0.07
757,0.068
758,0.068
759,0.077
760,0.079
761,0.077
762,0.083
763,0.078
764,0.081
765,0.091
766,0.08900000000000001
767,0.091
768,0.084
769,0.084
770,0.08900000000000001
771,0.1
772,0.163
773,0.253
774,0.377
775,0.5579999999999999
776,0.743
777,0.952
778,1.153
779,1.3219999999999998
780,1.046
781,0.56
782,0.086
783,-0.225
784,-0.345
785,-0.358
786,-0.315
787,-0.27
788,-0.17600000000000002
789,-0.07200000000000001
790,0.015
791,0.047
792,0.052000000000000005
793,0.064
794,0.069
795,0.078
796,0.063
797,0.054000000000000006
798,0.063
799,0.086
