,Resting_ECG
0,0.051
1,0.095
2,0.098
3,0.142
4,0.209
5,0.243
6,0.395
7,0.7340000000000001
8,0.973
9,1.213
10,0.932
11,0.51
12,0.215
13,0.174
14,0.174
15,0.115
16,0.022
17,-0.108
18,-0.14300000000000002
19,-0.08800000000000001
20,-0.042
21,-0.014
22,-0.042
23,-0.04
24,-0.024
25,-0.046
26,-0.058
27,-0.046
28,-0.039
29,-0.046
30,-0.035
31,-0.037000000000000005
32,-0.042
33,-0.031
34,-0.037000000000000005
35,-0.043
36,-0.029
37,-0.006999999999999999
38,-0.014
39,-0.027000000000000003
40,-0.003
41,0.016
42,0.002
43,-0.02
44,-0.012
45,0.009000000000000001
46,0.021
47,0.025
48,0.03
49,0.036000000000000004
50,0.049
51,0.053
52,0.038
53,0.058
54,0.08199999999999999
55,0.076
56,0.069
57,0.086
58,0.109
59,0.103
60,0.106
61,0.123
62,0.13
63,0.135
64,0.129
65,0.134
66,0.138
67,0.139
68,0.132
69,0.133
70,0.136
71,0.142
72,0.114
73,0.113
74,0.111
75,0.109
76,0.083
77,0.05
78,0.021
79,0.003
80,-0.019
81,-0.042
82,-0.07200000000000001
83,-0.091
84,-0.093
85,-0.123
86,-0.163
87,-0.17800000000000002
88,-0.183
89,-0.2
90,-0.215
91,-0.209
92,-0.219
93,-0.223
94,-0.219
95,-0.233
96,-0.246
97,-0.234
98,-0.227
99,-0.214
100,-0.204
101,-0.191
102,-0.191
103,-0.205
104,-0.205
105,-0.192
106,-0.181
107,-0.177
108,-0.151
109,-0.152
110,-0.155
111,-0.146
112,-0.142
113,-0.132
114,-0.112
115,-0.109
116,-0.112
117,-0.108
118,-0.098
119,-0.094
120,-0.095
121,-0.101
122,-0.097
123,-0.099
124,-0.103
125,-0.075
126,-0.08
127,-0.086
128,-0.076
129,-0.079
130,-0.08800000000000001
131,-0.078
132,-0.075
133,-0.07400000000000001
134,-0.063
135,-0.071
136,-0.07
137,-0.07200000000000001
138,-0.06
139,-0.063
140,-0.07
141,-0.078
142,-0.064
143,-0.069
144,-0.057
145,-0.037000000000000005
146,-0.042
147,-0.059
148,-0.056
149,-0.042
150,-0.066
151,-0.058
152,-0.033
153,-0.032
154,-0.037000000000000005
155,-0.023
156,-0.036000000000000004
157,-0.043
158,-0.029
159,-0.027000000000000003
160,-0.019
161,-0.02
162,0.0
163,0.011
164,0.036000000000000004
165,0.049
166,0.05
167,0.054000000000000006
168,0.034
169,0.019
170,0.039
171,0.064
172,0.07
173,0.079
174,0.069
175,0.075
176,0.039
177,0.027000000000000003
178,0.006999999999999999
179,0.001
180,-0.002
181,-0.019
182,-0.001
183,-0.018000000000000002
184,-0.025
185,-0.006
186,-0.017
187,-0.019
188,-0.01
189,-0.005
190,-0.002
191,-0.017
192,-0.002
193,0.006
194,-0.004
195,0.002
196,0.012
197,0.003
198,0.009000000000000001
199,0.011
200,0.013
201,0.011
202,0.026
203,0.028
204,0.024
205,0.07400000000000001
206,0.108
207,0.112
208,0.191
209,0.243
210,0.379
211,0.687
212,0.961
213,1.206
214,1.06
215,0.65
216,0.3
217,0.222
218,0.201
219,0.16699999999999998
220,0.059
221,-0.09
222,-0.117
223,-0.062
224,-0.025
225,-0.013
226,-0.039
227,-0.04
228,-0.045
229,-0.046
230,-0.067
231,-0.086
232,-0.067
233,-0.04
234,-0.055
235,-0.077
236,-0.054000000000000006
237,-0.047
238,-0.048
239,-0.053
240,-0.048
241,-0.04
242,-0.037000000000000005
243,-0.029
244,-0.032
245,-0.016
246,-0.01
247,-0.017
248,-0.025
249,-0.013
250,-0.01
251,-0.009000000000000001
252,-0.012
253,0.005
254,0.02
255,0.03
256,0.028
257,0.043
258,0.053
259,0.053
260,0.059
261,0.054000000000000006
262,0.078
263,0.102
264,0.102
265,0.086
266,0.095
267,0.135
268,0.115
269,0.12
270,0.14
271,0.13699999999999998
272,0.124
273,0.119
274,0.106
275,0.097
276,0.099
277,0.107
278,0.08800000000000001
279,0.078
280,0.071
281,0.046
282,0.015
283,0.0
284,-0.008
285,-0.064
286,-0.08900000000000001
287,-0.097
288,-0.124
289,-0.154
290,-0.16
291,-0.175
292,-0.206
293,-0.218
294,-0.225
295,-0.234
296,-0.224
297,-0.215
298,-0.251
299,-0.256
300,-0.215
301,-0.234
302,-0.225
303,-0.2
304,-0.211
305,-0.197
306,-0.18600000000000005
307,-0.183
308,-0.188
309,-0.184
310,-0.168
311,-0.153
312,-0.165
313,-0.14800000000000002
314,-0.152
315,-0.16
316,-0.168
317,-0.142
318,-0.131
319,-0.127
320,-0.111
321,-0.102
322,-0.112
323,-0.105
324,-0.096
325,-0.102
326,-0.08800000000000001
327,-0.08900000000000001
328,-0.084
329,-0.076
330,-0.069
331,-0.061
332,-0.071
333,-0.07400000000000001
334,-0.065
335,-0.077
336,-0.08
337,-0.049
338,-0.057
339,-0.063
340,-0.06
341,-0.048
342,-0.06
343,-0.06
344,-0.062
345,-0.056
346,-0.044
347,-0.04
348,-0.035
349,-0.05
350,-0.039
351,-0.03
352,-0.036000000000000004
353,-0.055
354,-0.042
355,-0.014
356,-0.021
357,-0.019
358,-0.005
359,-0.022
360,-0.009000000000000001
361,-0.014
362,-0.01
363,-0.019
364,-0.006999999999999999
365,0.009000000000000001
366,-0.006
367,-0.006999999999999999
368,0.001
369,-0.004
370,-0.008
371,0.006
372,0.012
373,0.017
374,0.026
375,0.029
376,0.024
377,0.053
378,0.083
379,0.083
380,0.092
381,0.093
382,0.08199999999999999
383,0.063
384,0.07
385,0.096
386,0.103
387,0.102
388,0.119
389,0.105
390,0.07200000000000001
391,0.06
392,0.061
393,0.04
394,0.045
395,0.037000000000000005
396,0.019
397,0.0
398,-0.001
399,-0.001
400,-0.017
401,0.005
402,-0.006999999999999999
403,-0.016
404,-0.002
405,-0.001
406,0.009000000000000001
407,0.005
408,0.026
409,0.023
410,0.008
411,0.018000000000000002
412,0.032
413,0.024
414,0.013
415,0.028
416,0.036000000000000004
417,0.036000000000000004
418,0.04
419,0.071
420,0.099
421,0.101
422,0.17
423,0.225
424,0.297
425,0.598
426,0.877
427,1.091
428,1.163
429,0.752
430,0.386
431,0.21600000000000005
432,0.218
433,0.174
434,0.113
435,-0.033
436,-0.121
437,-0.121
438,-0.031
439,-0.002
440,-0.056
441,-0.057
442,-0.034
443,-0.032
444,-0.062
445,-0.078
446,-0.054000000000000006
447,-0.065
448,-0.056
449,-0.054000000000000006
450,-0.066
451,-0.046
452,-0.032
453,-0.033
454,-0.055
455,-0.035
456,-0.017
457,-0.037000000000000005
458,-0.051
459,-0.018000000000000002
460,-0.002
461,-0.029
462,-0.013
463,-0.015
464,-0.001
465,0.023
466,0.005
467,-0.006999999999999999
468,0.02
469,0.024
470,0.023
471,0.023
472,0.048
473,0.064
474,0.066
475,0.057
476,0.066
477,0.081
478,0.069
479,0.08800000000000001
480,0.106
481,0.124
482,0.131
483,0.135
484,0.125
485,0.153
486,0.149
487,0.153
488,0.127
489,0.13
490,0.121
491,0.097
492,0.079
493,0.084
494,0.075
495,0.058
496,0.032
497,0.009000000000000001
498,0.013
499,-0.024
500,-0.055
501,-0.078
502,-0.106
503,-0.126
504,-0.14400000000000002
505,-0.16699999999999998
506,-0.16699999999999998
507,-0.187
508,-0.211
509,-0.215
510,-0.226
511,-0.233
512,-0.24
513,-0.226
514,-0.249
515,-0.247
516,-0.231
517,-0.231
518,-0.23
519,-0.233
520,-0.22
521,-0.205
522,-0.223
523,-0.16899999999999998
524,-0.182
525,-0.187
526,-0.179
527,-0.16
528,-0.173
529,-0.172
530,-0.14400000000000002
531,-0.134
532,-0.13699999999999998
533,-0.118
534,-0.125
535,-0.138
536,-0.109
537,-0.093
538,-0.114
539,-0.126
540,-0.11
541,-0.122
542,-0.07400000000000001
543,-0.093
544,-0.103
545,-0.104
546,-0.073
547,-0.066
548,-0.086
549,-0.107
550,-0.099
551,-0.087
552,-0.087
553,-0.08199999999999999
554,-0.071
555,-0.079
556,-0.08
557,-0.063
558,-0.067
559,-0.081
560,-0.071
561,-0.068
562,-0.057
563,-0.051
564,-0.056
565,-0.062
566,-0.063
567,-0.048
568,-0.053
569,-0.056
570,-0.041
571,-0.049
572,-0.038
573,-0.032
574,-0.022
575,-0.032
576,-0.025
577,-0.026
578,-0.021
579,-0.018000000000000002
580,-0.01
581,-0.022
582,-0.024
583,-0.019
584,0.005
585,0.011
586,0.001
587,-0.005
588,0.005
589,0.002
590,0.025
591,0.01
592,0.02
593,0.019
594,0.02
595,0.032
596,0.011
597,0.005
598,0.004
599,-0.004
600,-0.005
601,0.016
602,0.003
603,0.027000000000000003
604,0.059
605,0.046
606,0.064
607,0.062
608,0.07400000000000001
609,0.091
610,0.11
611,0.118
612,0.099
613,0.068
614,0.056
615,0.066
616,0.08800000000000001
617,0.103
618,0.095
619,0.08
620,0.07200000000000001
621,0.06
622,0.061
623,0.049
624,0.047
625,0.039
626,0.029
627,0.024
628,0.016
629,0.015
630,0.023
631,0.034
632,0.012
633,-0.004
634,0.012
635,0.021
636,0.01
637,0.035
638,0.038
639,0.019
640,0.006
641,0.018000000000000002
642,0.035
643,0.029
644,0.04
645,0.04
646,0.067
647,0.053
648,0.052000000000000005
649,0.063
650,0.086
651,0.091
652,0.171
653,0.239
654,0.35200000000000004
655,0.611
656,0.894
657,1.123
658,1.218
659,0.8240000000000001
660,0.439
661,0.241
662,0.153
663,0.102
664,0.015
665,-0.08900000000000001
666,-0.069
667,-0.037000000000000005
668,0.008
669,-0.008
670,-0.042
671,-0.036000000000000004
672,-0.036000000000000004
673,-0.051
674,-0.065
675,-0.093
676,-0.08199999999999999
677,-0.07400000000000001
678,-0.068
679,-0.07400000000000001
680,-0.08199999999999999
681,-0.078
682,-0.065
683,-0.068
684,-0.058
685,-0.053
686,-0.029
687,-0.055
688,-0.065
689,-0.067
690,-0.061
691,-0.026
692,-0.043
693,-0.033
694,-0.015
695,-0.005
696,-0.012
697,-0.018000000000000002
698,0.015
699,0.023
700,0.002
701,0.006999999999999999
702,0.028
703,0.054000000000000006
704,0.045
705,0.069
706,0.06
707,0.064
708,0.065
709,0.07
710,0.076
711,0.11
712,0.095
713,0.1
714,0.104
715,0.127
716,0.115
717,0.121
718,0.109
719,0.115
720,0.098
721,0.096
722,0.08900000000000001
723,0.087
724,0.057
725,0.055
726,0.019
727,0.003
728,-0.017
729,-0.05
730,-0.092
731,-0.083
732,-0.105
733,-0.142
734,-0.188
735,-0.187
736,-0.193
737,-0.221
738,-0.246
739,-0.267
740,-0.247
741,-0.253
742,-0.254
743,-0.259
744,-0.261
745,-0.241
746,-0.241
747,-0.256
748,-0.242
749,-0.236
750,-0.227
751,-0.22
752,-0.22
753,-0.205
754,-0.217
755,-0.192
756,-0.207
757,-0.199
758,-0.182
759,-0.181
760,-0.183
761,-0.17
762,-0.153
763,-0.139
764,-0.134
765,-0.128
766,-0.121
767,-0.131
768,-0.123
769,-0.105
770,-0.106
771,-0.106
772,-0.08800000000000001
773,-0.096
774,-0.099
775,-0.1
776,-0.077
777,-0.087
778,-0.085
779,-0.08900000000000001
780,-0.08
781,-0.094
782,-0.065
783,-0.07
784,-0.079
785,-0.08
786,-0.078
787,-0.076
788,-0.07400000000000001
789,-0.081
790,-0.058
791,-0.07
792,-0.066
793,-0.06
794,-0.057
795,-0.066
796,-0.057
797,-0.042
798,-0.039
799,-0.038
800,-0.032
