,Resting_ECG
0,-0.087
1,-0.087
2,-0.079
3,-0.08800000000000001
4,-0.114
5,-0.115
6,-0.103
7,-0.103
8,-0.111
9,-0.115
10,-0.097
11,-0.093
12,-0.095
13,-0.102
14,-0.08800000000000001
15,-0.084
16,-0.077
17,-0.086
18,-0.078
19,-0.06
20,-0.05
21,-0.069
22,-0.069
23,-0.058
24,-0.052000000000000005
25,-0.064
26,-0.055
27,-0.048
28,-0.043
29,-0.046
30,-0.055
31,-0.052000000000000005
32,-0.044
33,-0.041
34,-0.05
35,-0.047
36,-0.038
37,-0.046
38,-0.065
39,-0.053
40,-0.045
41,-0.05
42,-0.059
43,-0.058
44,-0.044
45,-0.05
46,-0.056
47,-0.051
48,-0.05
49,-0.057
50,-0.055
51,-0.067
52,-0.054000000000000006
53,-0.052000000000000005
54,-0.054000000000000006
55,-0.063
56,-0.058
57,-0.055
58,-0.052000000000000005
59,-0.055
60,-0.055
61,-0.051
62,-0.043
63,-0.045
64,-0.049
65,-0.051
66,-0.043
67,-0.036000000000000004
68,-0.037000000000000005
69,-0.03
70,-0.023
71,-0.019
72,-0.03
73,-0.022
74,-0.019
75,0.01
76,0.016
77,0.041
78,0.055
79,0.078
80,0.103
81,0.133
82,0.119
83,0.118
84,0.08800000000000001
85,0.097
86,0.126
87,0.141
88,0.155
89,0.115
90,0.133
91,0.123
92,0.091
93,0.049
94,0.039
95,0.013
96,-0.006
97,-0.027000000000000003
98,-0.037000000000000005
99,-0.084
100,-0.07200000000000001
101,-0.08199999999999999
102,-0.077
103,-0.075
104,-0.063
105,-0.06
106,-0.067
107,-0.054000000000000006
108,-0.056
109,-0.048
110,-0.045
111,-0.045
112,-0.042
113,-0.035
114,0.044
115,0.139
116,0.253
117,0.414
118,0.568
119,0.72
120,0.79
121,0.76
122,0.778
123,0.6629999999999999
124,0.58
125,0.335
126,-0.12
127,-0.455
128,-0.536
129,-0.555
130,-0.517
131,-0.406
132,-0.31
133,-0.227
134,-0.166
135,-0.125
136,-0.081
137,-0.075
138,-0.047
139,-0.011
140,-0.006
141,-0.001
142,0.011
143,0.023
144,0.045
145,0.034
146,0.039
147,0.063
148,0.08199999999999999
149,0.075
150,0.069
151,0.087
152,0.093
153,0.119
154,0.116
155,0.117
156,0.139
157,0.133
158,0.138
159,0.139
160,0.159
161,0.172
162,0.17800000000000002
163,0.181
164,0.211
165,0.221
166,0.212
167,0.231
168,0.252
169,0.265
170,0.281
171,0.284
172,0.302
173,0.315
174,0.319
175,0.318
176,0.318
177,0.311
178,0.322
179,0.305
180,0.281
181,0.257
182,0.243
183,0.203
184,0.175
185,0.13
186,0.099
187,0.058
188,0.003
189,-0.05
190,-0.09
191,-0.131
192,-0.183
193,-0.22
194,-0.25
195,-0.262
196,-0.293
197,-0.319
198,-0.326
199,-0.348
200,-0.355
201,-0.362
202,-0.366
203,-0.35200000000000004
204,-0.35100000000000003
205,-0.35
206,-0.35100000000000003
207,-0.339
208,-0.327
209,-0.322
210,-0.324
211,-0.311
212,-0.29600000000000004
213,-0.29
214,-0.277
215,-0.266
216,-0.258
217,-0.25
218,-0.235
219,-0.236
220,-0.226
221,-0.214
222,-0.197
223,-0.205
224,-0.192
225,-0.182
226,-0.188
227,-0.173
228,-0.16699999999999998
229,-0.168
230,-0.17600000000000002
231,-0.151
232,-0.14800000000000002
233,-0.14
234,-0.138
235,-0.129
236,-0.128
237,-0.14300000000000002
238,-0.127
239,-0.124
240,-0.125
241,-0.128
242,-0.118
243,-0.123
244,-0.127
245,-0.116
246,-0.118
247,-0.113
248,-0.113
249,-0.113
250,-0.115
251,-0.107
252,-0.095
253,-0.104
254,-0.098
255,-0.08900000000000001
256,-0.084
257,-0.086
258,-0.078
259,-0.065
260,-0.045
261,-0.036000000000000004
262,-0.027000000000000003
263,0.002
264,0.016
265,0.03
266,0.041
267,0.05
268,0.061
269,0.071
270,0.07
271,0.087
272,0.08900000000000001
273,0.08800000000000001
274,0.076
275,0.08
276,0.07
277,0.057
278,0.011
279,-0.013
280,-0.042
281,-0.05
282,-0.078
283,-0.093
284,-0.11
285,-0.116
286,-0.106
287,-0.1
288,-0.101
289,-0.092
290,-0.086
291,-0.081
292,-0.07
293,-0.07
294,-0.071
295,-0.058
296,-0.049
297,-0.046
298,-0.038
299,0.046
300,0.146
301,0.28800000000000003
302,0.461
303,0.615
304,0.7659999999999999
305,0.708
306,0.662
307,0.627
308,0.5660000000000001
309,0.411
310,0.109
311,-0.343
312,-0.574
313,-0.608
314,-0.5329999999999999
315,-0.385
316,-0.227
317,-0.127
318,-0.065
319,0.017
320,0.059
321,0.055
322,0.015
323,0.024
324,0.055
325,0.068
326,0.052000000000000005
327,0.068
328,0.093
329,0.12
330,0.097
331,0.097
332,0.122
333,0.128
334,0.116
335,0.131
336,0.16699999999999998
337,0.17600000000000002
338,0.16
339,0.183
340,0.22
341,0.252
342,0.329
343,0.307
344,0.261
345,0.19
346,0.16399999999999998
347,0.162
348,0.175
349,0.196
350,0.196
351,0.18600000000000005
352,0.224
353,0.264
354,0.276
355,0.303
356,0.327
357,0.339
358,0.342
359,0.362
360,0.354
361,0.353
362,0.3720000000000001
363,0.382
364,0.386
365,0.408
366,0.438
367,0.436
368,0.345
369,0.205
370,0.091
371,0.04
372,0.003
373,-0.022
374,-0.044
375,-0.08800000000000001
376,-0.134
377,-0.177
378,-0.21600000000000005
379,-0.235
380,-0.272
381,-0.301
382,-0.305
383,-0.303
384,-0.324
385,-0.336
386,-0.318
387,-0.307
388,-0.319
389,-0.319
390,-0.312
391,-0.297
392,-0.308
393,-0.302
394,-0.278
395,-0.275
396,-0.268
397,-0.254
398,-0.248
399,-0.241
400,-0.232
401,-0.227
402,-0.215
403,-0.21
404,-0.193
405,-0.182
406,-0.193
407,-0.18
408,-0.165
409,-0.15
410,-0.151
411,-0.149
412,-0.146
413,-0.129
414,-0.131
415,-0.132
416,-0.12
417,-0.115
418,-0.119
419,-0.106
420,-0.102
421,-0.11
422,-0.106
423,-0.102
424,-0.1
425,-0.095
426,-0.1
427,-0.102
428,-0.085
429,-0.091
430,-0.077
431,-0.091
432,-0.08900000000000001
433,-0.087
434,-0.081
435,-0.08199999999999999
436,-0.077
437,-0.067
438,-0.07200000000000001
439,-0.069
440,-0.077
441,-0.066
442,-0.062
443,-0.061
444,-0.054000000000000006
445,-0.048
446,-0.047
447,-0.042
448,-0.033
449,-0.04
450,-0.033
451,-0.018000000000000002
452,-0.005
453,0.01
454,0.001
455,0.015
456,0.039
457,0.076
458,0.076
459,0.079
460,0.094
461,0.104
462,0.093
463,0.115
464,0.138
465,0.122
466,0.119
467,0.132
468,0.128
469,0.105
470,0.07400000000000001
471,0.048
472,0.013
473,-0.006
474,-0.009000000000000001
475,-0.043
476,-0.058
477,-0.065
478,-0.058
479,-0.058
480,-0.054000000000000006
481,-0.053
482,-0.065
483,-0.045
484,-0.038
485,-0.038
486,-0.052000000000000005
487,-0.034
488,-0.017
489,-0.013
490,-0.005
491,0.019
492,0.102
493,0.209
494,0.362
495,0.511
496,0.662
497,0.804
498,0.7609999999999999
499,0.75
500,0.752
501,0.623
502,0.462
503,0.07400000000000001
504,-0.375
505,-0.526
506,-0.53
507,-0.471
508,-0.316
509,-0.19
510,-0.116
511,-0.03
512,0.003
513,0.054000000000000006
514,0.055
515,0.064
516,0.068
517,0.068
518,0.038
519,0.039
520,0.101
521,0.208
522,0.185
523,0.115
524,0.127
525,0.159
526,0.149
527,0.106
528,0.039
529,0.044
530,0.056
531,0.058
532,0.095
533,0.113
534,0.124
535,0.141
536,0.16399999999999998
537,0.192
538,0.193
539,0.19
540,0.205
541,0.238
542,0.243
543,0.237
544,0.252
545,0.268
546,0.299
547,0.33
548,0.335
549,0.321
550,0.318
551,0.316
552,0.327
553,0.34
554,0.321
555,0.348
556,0.327
557,0.321
558,0.325
559,0.28800000000000003
560,0.262
561,0.249
562,0.218
563,0.17
564,0.13
565,0.076
566,0.02
567,-0.028
568,-0.066
569,-0.108
570,-0.163
571,-0.18
572,-0.221
573,-0.249
574,-0.265
575,-0.279
576,-0.28300000000000003
577,-0.304
578,-0.316
579,-0.301
580,-0.315
581,-0.314
582,-0.305
583,-0.299
584,-0.302
585,-0.29100000000000004
586,-0.293
587,-0.284
588,-0.265
589,-0.257
590,-0.258
591,-0.242
592,-0.232
593,-0.221
594,-0.23
595,-0.224
596,-0.209
597,-0.192
598,-0.17600000000000002
599,-0.171
600,-0.168
601,-0.173
602,-0.159
603,-0.14800000000000002
604,-0.155
605,-0.14800000000000002
606,-0.154
607,-0.146
608,-0.14
609,-0.132
610,-0.141
611,-0.132
612,-0.122
613,-0.133
614,-0.138
615,-0.133
616,-0.129
617,-0.128
618,-0.124
619,-0.134
