,Resting_ECG
0,-0.006999999999999999
1,-0.011
2,-0.005
3,0.004
4,0.012
5,0.025
6,0.032
7,0.033
8,0.032
9,0.044
10,0.049
11,0.052000000000000005
12,0.051
13,0.055
14,0.052000000000000005
15,0.063
16,0.067
17,0.063
18,0.054000000000000006
19,0.075
20,0.08800000000000001
21,0.076
22,0.086
23,0.08800000000000001
24,0.08
25,0.095
26,0.102
27,0.096
28,0.097
29,0.117
30,0.142
31,0.114
32,0.121
33,0.17
34,0.191
35,0.2
36,0.209
37,0.221
38,0.198
39,0.179
40,0.161
41,0.136
42,0.117
43,0.105
44,0.106
45,0.117
46,0.13
47,0.1
48,0.08900000000000001
49,0.078
50,0.079
51,0.061
52,0.053
53,0.077
54,0.064
55,0.053
56,0.08800000000000001
57,0.087
58,0.079
59,0.079
60,0.093
61,0.079
62,0.086
63,0.102
64,0.098
65,0.098
66,0.121
67,0.119
68,0.107
69,0.105
70,0.128
71,0.117
72,0.096
73,0.142
74,0.201
75,0.319
76,0.637
77,0.984
78,1.262
79,1.411
80,1.5219999999999998
81,1.422
82,1.156
83,0.73
84,0.181
85,-0.16899999999999998
86,-0.299
87,-0.314
88,-0.304
89,-0.234
90,-0.13
91,-0.07200000000000001
92,-0.009000000000000001
93,0.006
94,-0.03
95,-0.029
96,-0.002
97,0.014
98,-0.001
99,-0.021
100,0.01
101,0.031
102,0.014
103,0.016
104,0.033
105,0.054000000000000006
106,0.041
107,0.042
108,0.047
109,0.062
110,0.087
111,0.06
112,0.056
113,0.08900000000000001
114,0.098
115,0.097
116,0.077
117,0.08800000000000001
118,0.103
119,0.097
120,0.105
121,0.124
122,0.129
123,0.141
124,0.142
125,0.152
126,0.174
127,0.181
128,0.182
129,0.16699999999999998
130,0.183
131,0.221
132,0.211
133,0.233
134,0.254
135,0.266
136,0.279
137,0.29100000000000004
138,0.298
139,0.32299999999999995
140,0.34600000000000003
141,0.335
142,0.341
143,0.368
144,0.374
145,0.3670000000000001
146,0.363
147,0.3720000000000001
148,0.349
149,0.32299999999999995
150,0.3
151,0.278
152,0.236
153,0.204
154,0.166
155,0.096
156,0.048
157,0.025
158,-0.017
159,-0.053
160,-0.07
161,-0.09
162,-0.147
163,-0.211
164,-0.225
165,-0.234
166,-0.243
167,-0.267
168,-0.302
169,-0.35200000000000004
170,-0.369
171,-0.393
172,-0.408
173,-0.407
174,-0.391
175,-0.398
176,-0.392
177,-0.386
178,-0.378
179,-0.381
180,-0.381
181,-0.349
182,-0.34700000000000003
183,-0.348
184,-0.342
185,-0.32299999999999995
186,-0.311
187,-0.298
188,-0.293
189,-0.292
190,-0.273
191,-0.267
192,-0.253
193,-0.249
194,-0.236
195,-0.238
196,-0.247
197,-0.244
198,-0.21
199,-0.211
200,-0.215
201,-0.204
202,-0.198
203,-0.191
204,-0.181
205,-0.165
206,-0.156
207,-0.162
208,-0.122
209,-0.087
210,-0.036000000000000004
211,0.161
212,0.494
213,0.831
214,1.086
215,1.042
216,0.833
217,0.667
218,0.484
219,0.426
220,0.468
221,0.426
222,0.389
223,0.34700000000000003
224,0.224
225,0.041
226,-0.17
227,-0.35200000000000004
228,-0.408
229,-0.454
230,-0.481
231,-0.474
232,-0.455
233,-0.425
234,-0.397
235,-0.381
236,-0.379
237,-0.375
238,-0.3670000000000001
239,-0.362
240,-0.34700000000000003
241,-0.333
242,-0.328
243,-0.324
244,-0.305
245,-0.3
246,-0.305
247,-0.284
248,-0.271
249,-0.258
250,-0.246
251,-0.22
252,-0.198
253,-0.194
254,-0.182
255,-0.173
256,-0.161
257,-0.149
258,-0.129
259,-0.117
260,-0.104
261,-0.079
262,-0.063
263,-0.064
264,-0.055
265,-0.017
266,-0.016
267,-0.012
268,0.02
269,0.029
270,0.024
271,0.045
272,0.057
273,0.065
274,0.07400000000000001
275,0.081
276,0.08
277,0.08199999999999999
278,0.092
279,0.07200000000000001
280,0.047
281,0.042
282,0.03
283,0.006999999999999999
284,-0.021
285,-0.027000000000000003
286,-0.041
287,-0.062
288,-0.057
289,-0.073
290,-0.081
291,-0.07400000000000001
292,-0.084
293,-0.094
294,-0.08800000000000001
295,-0.052000000000000005
296,-0.058
297,-0.084
298,-0.091
299,-0.102
300,-0.105
301,-0.092
302,-0.083
303,-0.128
304,-0.095
305,-0.055
306,-0.073
307,-0.077
308,-0.042
309,-0.027000000000000003
310,-0.046
311,-0.051
312,-0.069
313,-0.087
314,-0.105
315,-0.071
316,-0.043
317,-0.055
318,-0.056
319,-0.058
320,-0.059
321,-0.027000000000000003
322,-0.028
323,-0.043
324,-0.006
325,-0.008
326,-0.021
327,-0.005
328,0.003
329,-0.006
330,0.002
331,-0.008
332,0.013
333,0.017
334,0.002
335,0.006999999999999999
336,0.022
337,0.051
338,0.046
339,0.054000000000000006
340,0.047
341,0.05
342,0.061
343,0.013
344,0.018000000000000002
345,0.026
346,0.006
347,-0.013
348,-0.018000000000000002
349,0.016
350,0.032
351,0.033
352,0.038
353,0.042
