,Resting_ECG
0,0.41
1,0.375
2,0.371
3,0.369
4,0.32299999999999995
5,0.307
6,0.316
7,0.274
8,0.225
9,0.18600000000000005
10,0.16899999999999998
11,0.13699999999999998
12,0.07
13,0.045
14,0.035
15,0.023
16,-0.01
17,-0.046
18,-0.08
19,-0.063
20,-0.105
21,-0.124
22,-0.135
23,-0.177
24,-0.133
25,-0.147
26,-0.16899999999999998
27,-0.114
28,-0.124
29,-0.155
30,-0.133
31,-0.151
32,-0.103
33,-0.131
34,-0.132
35,-0.096
36,-0.096
37,-0.08900000000000001
38,-0.106
39,-0.105
40,-0.08
41,-0.09
42,-0.111
43,-0.085
44,-0.065
45,-0.062
46,-0.067
47,-0.079
48,-0.093
49,-0.061
50,-0.056
51,-0.085
52,-0.08900000000000001
53,-0.049
54,-0.07400000000000001
55,-0.067
56,-0.076
57,-0.079
58,-0.07200000000000001
59,-0.058
60,-0.059
61,-0.058
62,-0.063
63,-0.068
64,-0.066
65,-0.055
66,-0.065
67,-0.092
68,-0.087
69,-0.073
70,-0.07400000000000001
71,-0.08199999999999999
72,-0.086
73,-0.087
74,-0.085
75,-0.104
76,-0.069
77,-0.081
78,-0.079
79,-0.085
80,-0.095
81,-0.081
82,-0.079
83,-0.08800000000000001
84,-0.087
85,-0.07400000000000001
86,-0.083
87,-0.06
88,-0.07400000000000001
89,-0.059
90,-0.056
91,-0.053
92,-0.059
93,-0.052000000000000005
94,-0.064
95,-0.043
96,-0.045
97,-0.049
98,-0.041
99,-0.036000000000000004
100,-0.048
101,-0.043
102,-0.046
103,-0.044
104,-0.028
105,-0.038
106,-0.035
107,-0.055
108,-0.027000000000000003
109,-0.016
110,-0.006999999999999999
111,-0.003
112,-0.016
113,-0.03
114,-0.04
115,-0.024
116,-0.009000000000000001
117,-0.012
118,-0.018000000000000002
119,-0.035
120,-0.016
121,-0.006999999999999999
122,-0.021
123,0.01
124,0.002
125,-0.005
126,0.01
127,0.004
128,0.024
129,0.02
130,0.011
131,0.021
132,0.028
133,0.017
134,0.02
135,0.028
136,0.029
137,0.03
138,0.029
139,0.027000000000000003
140,0.035
141,0.045
142,0.032
143,0.02
144,0.006
145,0.045
146,0.022
147,0.034
148,0.033
149,0.046
150,0.039
151,0.037000000000000005
152,0.051
153,0.054000000000000006
154,0.053
155,0.05
156,0.051
157,0.073
158,0.076
159,0.057
160,0.043
161,0.065
162,0.036000000000000004
163,0.093
164,0.032
