,Resting_ECG
0,-0.061
1,-0.039
2,-0.049
3,-0.042
4,-0.03
5,-0.045
6,-0.047
7,-0.035
8,-0.029
9,-0.042
10,-0.027000000000000003
11,-0.01
12,-0.036000000000000004
13,-0.042
14,-0.017
15,-0.02
16,-0.035
17,-0.026
18,-0.021
19,-0.035
20,-0.032
21,-0.017
22,-0.036000000000000004
23,-0.035
24,-0.021
25,-0.024
26,-0.041
27,-0.046
28,-0.021
29,-0.035
30,-0.041
31,-0.016
32,-0.032
33,-0.04
34,-0.026
35,-0.017
36,-0.042
37,-0.024
38,-0.026
39,-0.047
40,-0.036000000000000004
41,-0.014
42,-0.031
43,-0.028
44,-0.01
45,-0.018000000000000002
46,-0.038
47,-0.03
48,-0.006999999999999999
49,-0.015
50,-0.031
51,-0.004
52,-0.006999999999999999
53,-0.009000000000000001
54,-0.01
55,-0.004
56,-0.021
57,-0.018000000000000002
58,-0.01
59,-0.012
60,0.001
61,0.024
62,-0.004
63,-0.027000000000000003
64,-0.02
65,-0.008
66,-0.029
67,-0.026
68,-0.001
69,-0.011
70,-0.025
71,-0.006999999999999999
72,-0.008
73,-0.028
74,0.001
75,0.001
76,-0.009000000000000001
77,-0.009000000000000001
78,0.01
79,-0.006
80,-0.024
81,0.001
82,0.004
83,0.006
84,0.021
85,0.045
86,0.04
87,0.046
88,0.031
89,0.026
90,0.003
91,0.035
92,0.07200000000000001
93,0.084
94,0.096
95,0.093
96,0.055
97,0.033
98,0.042
99,-0.012
100,-0.035
101,-0.033
102,-0.035
103,-0.051
104,-0.057
105,-0.07
106,-0.071
107,-0.08800000000000001
108,-0.08199999999999999
109,-0.085
110,-0.095
111,-0.095
112,-0.062
113,-0.093
114,-0.08199999999999999
115,-0.08199999999999999
116,-0.067
117,-0.084
118,-0.08900000000000001
119,-0.086
120,-0.092
121,0.006
122,0.15
123,0.302
124,0.484
125,0.6859999999999999
126,0.846
127,0.975
128,1.09
129,1.002
130,0.46
131,-0.15
132,-0.603
133,-0.807
134,-0.759
135,-0.561
136,-0.404
137,-0.335
138,-0.256
139,-0.196
140,-0.138
141,-0.111
142,-0.085
143,-0.085
144,-0.076
145,-0.062
146,-0.08
147,-0.086
148,-0.051
149,-0.039
150,-0.069
151,-0.07200000000000001
152,-0.029
153,-0.022
154,-0.07400000000000001
155,-0.051
156,-0.025
157,-0.023
158,-0.019
159,-0.019
160,-0.015
161,-0.006999999999999999
162,0.024
163,0.008
164,-0.006
165,0.025
166,0.036000000000000004
167,0.025
168,0.026
169,0.047
170,0.055
171,0.049
172,0.067
173,0.073
174,0.07200000000000001
175,0.095
176,0.107
177,0.101
178,0.11
179,0.13699999999999998
180,0.118
181,0.115
182,0.134
183,0.13
184,0.102
185,0.109
186,0.116
187,0.105
188,0.095
189,0.093
190,0.083
191,0.069
192,0.07
193,0.052000000000000005
194,0.03
195,0.027000000000000003
196,0.035
197,-0.013
198,-0.042
199,-0.046
200,-0.07
201,-0.108
202,-0.118
203,-0.129
204,-0.155
205,-0.168
206,-0.16899999999999998
207,-0.191
208,-0.2
209,-0.183
210,-0.198
211,-0.227
212,-0.21
213,-0.195
214,-0.207
215,-0.208
216,-0.189
217,-0.18
218,-0.192
219,-0.181
220,-0.16899999999999998
221,-0.19
222,-0.16899999999999998
223,-0.152
224,-0.159
225,-0.16
226,-0.141
227,-0.122
228,-0.152
229,-0.129
230,-0.117
231,-0.138
232,-0.114
233,-0.116
234,-0.113
235,-0.122
236,-0.103
237,-0.109
238,-0.118
239,-0.114
240,-0.091
241,-0.102
242,-0.095
243,-0.077
244,-0.092
245,-0.113
246,-0.077
247,-0.081
248,-0.098
249,-0.079
