,Resting_ECG
0,-0.105
1,-0.158
2,-0.171
3,-0.165
4,-0.131
5,-0.123
6,-0.14
7,-0.127
8,-0.095
9,-0.102
10,-0.147
11,-0.109
12,-0.026
13,0.076
14,0.208
15,0.329
16,0.3670000000000001
17,0.269
18,0.135
19,-0.116
20,-0.528
21,-0.821
22,-1.027
23,-1.09
24,-0.946
25,-0.72
26,-0.53
27,-0.326
28,-0.139
29,-0.011
30,0.076
31,0.14800000000000002
32,0.151
33,0.138
34,0.13699999999999998
35,0.156
36,0.182
37,0.207
38,0.209
39,0.213
40,0.158
41,0.133
42,0.155
43,0.15
44,0.14
45,0.172
46,0.218
47,0.202
48,0.16
49,0.15
50,0.142
51,0.162
52,0.203
53,0.193
54,0.158
55,0.145
56,0.161
57,0.19
58,0.21600000000000005
59,0.224
60,0.21
61,0.228
62,0.21600000000000005
63,0.175
64,0.139
65,0.134
66,0.157
67,0.162
68,0.17600000000000002
69,0.131
70,0.117
71,0.08800000000000001
72,0.067
73,0.055
74,0.067
75,0.117
76,0.145
77,0.138
78,0.107
79,0.053
80,0.026
81,0.02
82,0.052000000000000005
83,0.077
84,0.083
85,0.084
86,0.035
87,-0.017
88,-0.024
89,-0.024
90,-0.026
91,-0.017
92,0.008
93,0.001
94,0.012
95,0.011
96,-0.025
97,-0.066
98,-0.084
99,-0.085
100,-0.054000000000000006
101,-0.022
102,-0.02
103,-0.062
104,-0.103
105,-0.061
106,-0.03
107,-0.019
108,-0.021
109,-0.039
110,-0.058
111,-0.07
112,-0.075
113,-0.053
114,-0.024
115,-0.003
116,-0.029
117,-0.036000000000000004
118,-0.052000000000000005
119,-0.059
120,-0.031
121,-0.021
122,0.02
123,-0.01
124,-0.01
125,-0.047
126,-0.073
127,-0.075
128,-0.044
129,-0.039
130,-0.056
131,-0.07400000000000001
132,-0.049
133,-0.003
134,0.001
135,-0.024
136,-0.048
137,-0.021
138,-0.017
139,-0.043
140,-0.061
141,0.004
142,0.011
143,0.04
144,0.065
145,0.004
146,-0.024
147,-0.023
148,0.006999999999999999
149,0.024
150,0.023
151,0.045
152,0.044
153,0.049
154,0.039
155,0.039
156,0.043
157,0.032
158,0.015
159,-0.006
160,-0.055
161,-0.058
162,-0.044
163,-0.08
164,-0.126
165,-0.147
166,-0.151
167,-0.139
168,-0.097
169,-0.075
170,-0.087
171,-0.1
172,-0.118
173,-0.097
174,-0.08199999999999999
175,-0.048
176,-0.003
177,0.058
178,0.124
179,0.262
180,0.389
181,0.395
182,0.344
183,0.204
184,-0.038
185,-0.417
186,-0.7759999999999999
187,-0.975
188,-1.01
189,-0.905
190,-0.703
191,-0.504
192,-0.3
193,-0.105
194,0.032
195,0.142
196,0.138
197,0.15
198,0.155
199,0.147
200,0.151
201,0.16899999999999998
202,0.21600000000000005
203,0.281
204,0.252
205,0.188
206,0.141
207,0.147
208,0.165
209,0.183
210,0.208
211,0.219
212,0.229
213,0.228
214,0.214
215,0.249
216,0.253
217,0.22
218,0.21
219,0.215
220,0.227
221,0.24
222,0.22
223,0.233
224,0.221
225,0.211
226,0.219
227,0.215
228,0.197
229,0.18
230,0.175
231,0.16699999999999998
232,0.159
233,0.152
234,0.16399999999999998
235,0.159
236,0.128
237,0.104
238,0.159
239,0.173
240,0.16399999999999998
241,0.093
242,0.13699999999999998
243,0.118
244,0.069
245,0.048
246,0.038
247,0.033
248,0.07
249,0.094
250,0.093
251,0.038
252,-0.001
253,-0.01
254,-0.024
255,-0.018000000000000002
256,0.017
257,0.037000000000000005
258,0.035
259,-0.035
260,-0.043
261,-0.009000000000000001
262,0.008
263,0.01
264,-0.045
265,-0.083
266,-0.092
267,-0.079
268,-0.07200000000000001
269,-0.067
270,-0.08199999999999999
271,-0.08
272,-0.069
273,-0.061
274,-0.065
275,-0.029
276,-0.021
277,-0.031
278,-0.051
279,-0.047
280,-0.048
281,-0.044
282,-0.038
283,-0.011
284,-0.02
285,-0.045
286,-0.073
287,-0.098
288,-0.068
289,-0.041
290,-0.045
291,-0.08
292,-0.131
293,-0.12
294,-0.061
295,-0.022
296,-0.027000000000000003
297,-0.047
298,-0.032
299,-0.024
300,-0.061
301,-0.106
302,-0.099
303,-0.029
304,0.024
305,-0.015
306,-0.015
307,-0.031
308,-0.029
309,-0.006
310,0.004
311,-0.01
312,-0.025
313,-0.024
314,-0.008
315,0.03
316,0.055
317,0.07400000000000001
318,0.036000000000000004
319,0.01
320,-0.032
321,-0.062
322,-0.065
323,-0.065
324,-0.123
325,-0.155
326,-0.156
327,-0.165
328,-0.14400000000000002
329,-0.13
330,-0.128
331,-0.123
332,-0.106
333,-0.11
334,-0.125
335,-0.123
336,-0.115
337,-0.105
338,-0.112
339,-0.046
340,0.015
341,0.135
342,0.254
343,0.355
344,0.369
345,0.292
346,0.204
347,0.025
348,-0.39
349,-0.7240000000000001
350,-0.978
351,-1.08
352,-0.975
353,-0.6990000000000001
354,-0.469
355,-0.304
356,-0.14300000000000002
357,-0.024
358,0.059
359,0.094
360,0.116
361,0.136
362,0.134
363,0.127
364,0.155
365,0.171
366,0.171
367,0.191
368,0.219
369,0.174
370,0.154
371,0.128
372,0.135
373,0.15
374,0.189
375,0.22
376,0.218
377,0.214
378,0.196
379,0.189
380,0.194
381,0.187
382,0.197
383,0.224
384,0.193
385,0.135
386,0.147
387,0.162
388,0.223
389,0.209
390,0.161
391,0.133
392,0.138
393,0.201
394,0.21
395,0.182
396,0.15
397,0.157
398,0.106
399,0.044
400,0.038
401,0.043
402,0.069
403,0.083
404,0.075
405,0.057
406,0.058
407,0.045
408,0.099
409,0.08
410,0.036000000000000004
411,0.013
412,0.024
413,0.043
414,0.031
415,0.027000000000000003
416,0.046
417,0.012
418,-0.016
419,-0.087
420,-0.109
421,-0.135
422,-0.114
423,-0.07400000000000001
424,-0.067
425,-0.053
426,-0.083
427,-0.086
428,-0.048
429,-0.06
430,-0.075
431,-0.073
432,-0.067
433,-0.062
434,-0.036000000000000004
435,-0.029
436,-0.052000000000000005
437,-0.08
438,-0.139
439,-0.134
440,-0.09
441,-0.073
442,-0.081
443,-0.079
444,-0.08
445,-0.071
446,-0.058
447,-0.061
448,-0.019
449,-0.039
450,-0.069
451,-0.1
452,-0.103
453,-0.057
454,-0.033
455,-0.037000000000000005
456,-0.077
457,-0.113
458,-0.094
459,-0.035
460,0.015
461,-0.018000000000000002
462,-0.056
463,-0.1
464,-0.114
465,-0.07200000000000001
466,-0.058
467,-0.034
468,-0.004
469,-0.006999999999999999
470,0.011
471,-0.008
472,-0.015
473,-0.032
474,-0.011
475,0.045
476,0.037000000000000005
477,0.041
478,0.022
479,-0.008
480,-0.042
481,-0.112
482,-0.188
483,-0.204
484,-0.183
485,-0.149
486,-0.151
487,-0.154
488,-0.121
489,-0.1
490,-0.081
491,-0.104
492,-0.123
493,-0.126
494,-0.099
495,-0.091
496,-0.083
497,-0.083
498,-0.043
499,-0.004
500,0.12
501,0.343
502,0.551
503,0.513
504,0.32299999999999995
505,0.142
506,-0.075
507,-0.417
508,-0.69
509,-0.848
510,-0.893
511,-0.875
512,-0.6759999999999999
513,-0.493
514,-0.365
515,-0.224
516,-0.066
517,0.028
518,0.1
519,0.128
520,0.122
521,0.105
522,0.106
523,0.126
524,0.131
525,0.16899999999999998
526,0.16
527,0.147
528,0.14300000000000002
529,0.184
530,0.189
531,0.187
532,0.18
533,0.195
534,0.207
535,0.212
536,0.218
537,0.258
538,0.278
539,0.246
540,0.185
541,0.16899999999999998
542,0.22
543,0.207
544,0.223
545,0.181
546,0.154
547,0.147
548,0.151
549,0.16399999999999998
550,0.172
551,0.18
552,0.204
553,0.25
554,0.301
555,0.263
556,0.173
557,0.098
558,0.112
559,0.16
560,0.114
561,0.034
562,0.011
563,0.028
564,0.059
565,0.073
566,0.085
567,0.078
568,0.07400000000000001
569,0.101
570,0.114
571,0.098
572,0.109
573,0.111
574,0.083
575,0.028
576,-0.023
577,-0.047
578,-0.025
579,-0.009000000000000001
580,-0.026
581,-0.024
582,-0.027000000000000003
583,-0.036000000000000004
584,-0.04
585,-0.05
586,-0.052000000000000005
587,-0.024
588,0.006999999999999999
589,0.015
590,-0.017
591,-0.047
592,-0.042
593,-0.03
594,-0.009000000000000001
595,0.005
596,-0.028
597,-0.068
598,-0.05
599,-0.022
600,-0.011
601,-0.038
602,-0.042
603,-0.039
604,-0.03
605,-0.038
606,-0.014
607,-0.023
608,-0.031
609,-0.027000000000000003
610,0.006999999999999999
611,0.026
612,0.001
613,-0.006999999999999999
614,-0.022
615,-0.036000000000000004
616,-0.062
617,-0.087
618,-0.086
619,-0.066
620,-0.058
621,-0.047
622,-0.002
623,0.017
624,0.006
625,-0.008
626,-0.006999999999999999
627,-0.006999999999999999
628,0.031
629,0.07200000000000001
630,0.09
631,0.076
632,0.032
633,0.009000000000000001
634,-0.032
635,-0.016
636,0.002
637,0.015
638,0.041
639,0.047
640,0.027000000000000003
641,-0.043
642,-0.108
643,-0.141
644,-0.16
645,-0.156
646,-0.114
647,-0.102
648,-0.114
649,-0.114
650,-0.117
651,-0.07400000000000001
652,-0.06
653,-0.06
654,-0.07200000000000001
655,-0.08800000000000001
656,-0.109
657,-0.109
658,-0.054000000000000006
659,0.054000000000000006
660,0.193
661,0.403
662,0.443
663,0.361
664,0.174
665,0.018000000000000002
666,-0.203
667,-0.531
668,-0.818
669,-1.038
670,-1.103
671,-0.949
672,-0.6729999999999999
673,-0.456
674,-0.265
675,-0.07
676,0.08800000000000001
677,0.181
678,0.146
679,0.085
680,0.104
681,0.134
682,0.15
683,0.145
684,0.16699999999999998
685,0.187
686,0.217
687,0.219
688,0.217
689,0.23
690,0.195
691,0.197
692,0.223
693,0.214
694,0.205
695,0.197
696,0.208
697,0.217
698,0.224
699,0.206
700,0.183
701,0.184
702,0.205
703,0.206
704,0.203
705,0.219
706,0.235
707,0.225
708,0.212
709,0.209
710,0.211
711,0.204
712,0.199
713,0.185
714,0.199
715,0.191
716,0.168
717,0.152
718,0.134
719,0.146
720,0.147
721,0.17
722,0.184
723,0.134
724,0.077
725,0.028
726,0.006999999999999999
727,0.013
728,0.024
729,0.028
730,0.023
731,0.029
732,0.037000000000000005
733,0.03
734,0.015
735,0.012
736,-0.006
737,-0.014
738,-0.026
739,-0.041
740,-0.052000000000000005
741,-0.05
742,-0.068
743,-0.078
744,-0.081
745,-0.079
746,-0.077
747,-0.08
748,-0.073
749,-0.064
750,-0.065
751,-0.07
752,-0.071
753,-0.07200000000000001
754,-0.058
755,-0.063
756,-0.066
757,-0.056
758,-0.054000000000000006
759,-0.062
760,-0.07200000000000001
761,-0.058
762,-0.055
763,-0.058
764,-0.057
765,-0.053
766,-0.061
767,-0.06
768,-0.073
769,-0.07200000000000001
770,-0.06
771,-0.057
772,-0.065
773,-0.055
774,-0.061
775,-0.065
776,-0.08
777,-0.079
778,-0.081
779,-0.081
780,-0.075
781,-0.027000000000000003
782,-0.014
783,-0.039
784,-0.034
785,-0.031
786,-0.016
787,0.012
788,0.014
789,0.004
790,-0.005
791,-0.013
792,-0.027000000000000003
793,-0.029
794,0.003
795,0.012
796,-0.005
797,-0.013
798,-0.047
799,-0.066
800,-0.105
801,-0.121
802,-0.138
803,-0.14800000000000002
804,-0.14400000000000002
805,-0.136
806,-0.135
807,-0.127
808,-0.13
809,-0.118
810,-0.108
811,-0.108
812,-0.117
813,-0.087
814,-0.051
815,-0.053
816,-0.099
817,-0.084
818,-0.028
819,0.092
820,0.251
821,0.35600000000000004
822,0.361
823,0.242
824,0.108
825,-0.106
826,-0.461
827,-0.7859999999999999
828,-1.005
829,-1.09
830,-0.972
831,-0.713
832,-0.483
833,-0.292
834,-0.124
835,-0.009000000000000001
836,0.08900000000000001
837,0.165
838,0.16399999999999998
839,0.15
840,0.121
841,0.098
842,0.104
843,0.121
