,Resting_ECG
0,0.075
1,0.05
2,0.068
3,0.098
4,0.077
5,0.067
6,0.078
7,0.111
8,0.077
9,0.071
10,0.117
11,0.15
12,0.117
13,0.152
14,0.195
15,0.185
16,0.205
17,0.201
18,0.17
19,0.174
20,0.179
21,0.177
22,0.175
23,0.181
24,0.202
25,0.196
26,0.16899999999999998
27,0.152
28,0.133
29,0.111
30,0.08800000000000001
31,0.07400000000000001
32,0.066
33,0.043
34,0.036000000000000004
35,0.066
36,0.044
37,0.029
38,0.021
39,0.019
40,0.011
41,0.01
42,0.019
43,0.077
44,0.085
45,0.022
46,0.013
47,0.003
48,0.015
49,0.051
50,0.039
51,0.012
52,0.032
53,0.073
54,0.13
55,0.21
56,0.28300000000000003
57,0.52
58,0.747
59,0.963
60,1.053
61,0.698
62,0.333
63,0.012
64,-0.289
65,-0.335
66,-0.317
67,-0.146
68,-0.033
69,0.047
70,0.07
71,0.045
72,0.043
73,0.054000000000000006
74,0.068
75,0.043
76,0.04
77,0.062
78,0.055
79,0.083
80,0.086
81,0.077
82,0.086
83,0.104
84,0.129
85,0.111
86,0.096
87,0.117
88,0.07400000000000001
89,0.077
90,0.086
91,0.098
92,0.07
93,0.053
94,0.081
95,0.101
96,0.12
97,0.156
98,0.138
99,0.14
100,0.14
101,0.13699999999999998
102,0.113
103,0.14
104,0.16
105,0.165
106,0.156
107,0.159
108,0.192
109,0.21
110,0.218
111,0.194
112,0.177
113,0.179
114,0.19
115,0.198
116,0.221
117,0.235
118,0.238
119,0.256
120,0.271
121,0.243
122,0.245
123,0.236
124,0.207
125,0.165
126,0.13699999999999998
127,0.128
128,0.093
129,0.042
130,0.023
131,-0.017
132,-0.091
133,-0.145
134,-0.182
135,-0.233
136,-0.273
137,-0.299
138,-0.33
139,-0.355
140,-0.358
141,-0.366
142,-0.371
143,-0.386
144,-0.385
145,-0.387
146,-0.377
147,-0.3670000000000001
148,-0.358
149,-0.35700000000000004
150,-0.35700000000000004
151,-0.362
152,-0.368
153,-0.373
154,-0.317
155,-0.307
156,-0.31
157,-0.31
158,-0.293
159,-0.299
160,-0.303
161,-0.297
162,-0.275
163,-0.275
164,-0.265
165,-0.243
166,-0.226
167,-0.215
168,-0.217
169,-0.215
170,-0.174
171,-0.17600000000000002
172,-0.204
173,-0.219
174,-0.201
175,-0.194
176,-0.205
177,-0.175
178,-0.165
179,-0.14800000000000002
180,-0.154
181,-0.135
182,-0.15
183,-0.166
184,-0.157
185,-0.16
186,-0.161
187,-0.133
188,-0.134
189,-0.139
190,-0.124
191,-0.112
192,-0.116
193,-0.119
194,-0.097
195,-0.092
196,-0.114
197,-0.113
198,-0.111
199,-0.101
200,-0.081
201,-0.07200000000000001
202,-0.07
203,-0.085
204,-0.087
205,-0.07400000000000001
206,-0.079
207,-0.055
208,-0.034
209,-0.038
210,-0.07200000000000001
211,-0.067
212,-0.047
213,-0.047
214,-0.043
215,-0.028
216,-0.03
217,-0.029
218,-0.021
219,-0.03
220,-0.038
221,-0.03
222,-0.027000000000000003
223,-0.027000000000000003
224,-0.023
225,-0.022
226,-0.021
227,-0.017
228,0.003
229,0.002
230,0.023
231,0.042
232,0.036000000000000004
233,0.016
234,-0.003
235,0.019
236,0.013
237,0.016
238,0.034
239,0.029
240,0.022
241,0.03
242,0.022
243,0.026
244,0.047
245,0.063
246,0.059
247,0.043
248,0.052000000000000005
249,0.05
250,0.032
251,0.042
252,0.056
253,0.077
254,0.097
255,0.156
256,0.149
257,0.184
258,0.168
259,0.175
260,0.189
261,0.189
262,0.209
263,0.16699999999999998
264,0.159
265,0.22
266,0.229
267,0.136
268,0.093
269,0.092
270,0.08199999999999999
271,0.076
272,0.076
273,0.056
274,0.055
275,0.034
276,0.021
277,0.014
278,0.006999999999999999
279,0.011
280,0.006
281,0.014
282,0.016
283,-0.003
284,0.001
285,-0.016
286,-0.004
287,-0.013
