,Resting_ECG
0,0.146
1,0.14800000000000002
2,0.14300000000000002
3,0.159
4,0.181
5,0.165
6,0.16899999999999998
7,0.182
8,0.162
9,0.161
10,0.16699999999999998
11,0.165
12,0.14400000000000002
13,0.141
14,0.124
15,0.08199999999999999
16,0.052000000000000005
17,0.035
18,0.004
19,-0.024
20,-0.024
21,-0.035
22,-0.059
23,-0.062
24,-0.07200000000000001
25,-0.08900000000000001
26,-0.099
27,-0.094
28,-0.093
29,-0.094
30,-0.081
31,-0.09
32,-0.1
33,-0.08800000000000001
34,-0.077
35,-0.093
36,-0.093
37,-0.078
38,-0.08900000000000001
39,-0.101
40,-0.083
41,-0.073
42,-0.08199999999999999
43,-0.075
44,-0.06
45,-0.062
46,-0.07200000000000001
47,-0.053
48,-0.056
49,-0.07
50,-0.065
51,-0.051
52,-0.066
53,-0.062
54,-0.048
55,-0.054000000000000006
56,-0.069
57,-0.055
58,-0.053
59,-0.067
60,-0.063
61,-0.047
62,-0.064
63,-0.06
64,-0.043
65,-0.055
66,-0.063
67,-0.051
68,-0.047
69,-0.061
70,-0.057
71,-0.045
72,-0.047
73,-0.042
74,-0.022
75,-0.017
76,-0.006999999999999999
77,0.023
78,0.042
79,0.043
80,0.041
81,0.066
82,0.071
83,0.062
84,0.087
85,0.099
86,0.073
87,0.068
88,0.054000000000000006
89,0.005
90,-0.012
91,-0.0
92,-0.021
93,-0.057
94,-0.056
95,-0.065
96,-0.08
97,-0.08
98,-0.079
99,-0.103
100,-0.095
101,-0.07400000000000001
102,-0.079
103,-0.09
104,-0.091
105,-0.095
106,-0.102
107,-0.081
108,-0.071
109,-0.061
110,-0.062
111,-0.045
112,-0.049
113,-0.028
114,0.061
115,0.223
116,0.406
117,0.411
118,0.297
119,0.196
120,0.084
121,0.021
122,0.006999999999999999
123,-0.116
124,-0.224
125,-0.268
126,-0.208
127,-0.125
128,-0.056
129,-0.066
130,-0.075
131,-0.056
132,-0.052000000000000005
133,-0.053
134,-0.044
135,-0.031
136,-0.036000000000000004
137,-0.027000000000000003
138,-0.004
139,-0.005
140,-0.019
