,Resting_ECG
0,-0.597
1,-0.5
2,-0.399
3,-0.34600000000000003
4,-0.28
5,-0.249
6,-0.212
7,-0.17
8,-0.08900000000000001
9,-0.0
10,0.075
11,0.131
12,0.189
13,0.194
14,0.209
15,0.233
16,0.221
17,0.214
18,0.229
19,0.224
20,0.225
21,0.236
22,0.265
23,0.244
24,0.218
25,0.244
26,0.248
27,0.247
28,0.237
29,0.251
30,0.25
31,0.25
32,0.259
33,0.241
34,0.238
35,0.247
36,0.24
37,0.212
38,0.221
39,0.258
40,0.242
41,0.206
42,0.21600000000000005
43,0.23
44,0.2
45,0.195
46,0.181
47,0.165
48,0.18
49,0.18
50,0.153
51,0.14400000000000002
52,0.163
53,0.14300000000000002
54,0.124
55,0.13699999999999998
56,0.142
57,0.119
58,0.117
59,0.115
60,0.109
61,0.104
62,0.097
63,0.086
64,0.063
65,0.056
66,0.033
67,-0.009000000000000001
68,-0.02
69,-0.012
70,-0.039
71,-0.059
72,-0.065
73,-0.058
74,-0.08900000000000001
75,-0.123
76,-0.122
77,-0.131
78,-0.142
79,-0.14400000000000002
80,-0.15
81,-0.147
82,-0.135
83,-0.127
84,-0.145
85,-0.129
86,-0.118
87,-0.124
88,-0.129
89,-0.119
90,-0.121
91,-0.132
92,-0.117
93,-0.103
94,-0.106
95,-0.101
96,-0.086
97,-0.086
98,-0.08900000000000001
99,-0.058
100,-0.05
101,-0.079
102,-0.077
103,-0.08199999999999999
104,-0.085
105,-0.078
106,-0.078
107,-0.071
108,-0.061
109,-0.068
110,-0.068
111,-0.07
112,-0.069
113,-0.07400000000000001
114,-0.099
115,-0.086
116,-0.073
117,-0.08
118,-0.092
119,-0.083
120,-0.08900000000000001
121,-0.099
122,-0.083
123,-0.059
124,-0.078
125,-0.08
126,-0.068
127,-0.08
128,-0.117
129,-0.08800000000000001
130,-0.09
131,-0.1
132,-0.084
133,-0.063
134,-0.08199999999999999
135,-0.106
136,-0.087
137,-0.076
138,-0.099
139,-0.08
140,-0.084
141,-0.094
142,-0.096
143,-0.07200000000000001
144,-0.076
145,-0.068
146,-0.053
147,-0.049
148,-0.068
149,-0.057
150,-0.045
151,-0.055
152,-0.062
153,-0.043
154,-0.041
155,-0.068
156,-0.046
157,-0.034
158,-0.043
159,-0.036000000000000004
160,-0.02
161,-0.029
162,-0.042
163,-0.051
164,-0.047
165,-0.042
166,-0.029
167,-0.005
168,-0.019
169,-0.03
170,-0.024
171,-0.014
172,-0.033
173,-0.006
174,0.018000000000000002
175,0.008
176,0.037000000000000005
177,0.07200000000000001
178,0.056
179,0.066
180,0.08900000000000001
181,0.071
182,0.095
183,0.125
184,0.14800000000000002
185,0.124
186,0.112
187,0.106
188,0.08199999999999999
189,0.075
190,0.096
191,0.075
192,0.023
193,-0.002
194,-0.009000000000000001
195,-0.026
196,-0.055
197,-0.057
198,-0.078
199,-0.078
200,-0.07200000000000001
201,-0.059
202,-0.08900000000000001
203,-0.073
204,-0.073
205,-0.069
206,-0.047
207,-0.04
208,-0.047
209,-0.059
210,-0.051
211,-0.028
212,-0.018000000000000002
213,-0.023
214,-0.026
215,-0.043
216,-0.037000000000000005
217,-0.014
218,-0.021
219,0.006
220,0.071
221,0.102
222,0.155
223,0.261
224,0.377
225,0.389
226,0.47
227,0.507
228,0.28300000000000003
229,-0.085
230,-0.402
231,-0.5529999999999999
232,-0.674
233,-0.682
234,-0.598
235,-0.504
236,-0.408
237,-0.314
