,Resting_ECG
0,-0.109
1,-0.102
2,-0.08800000000000001
3,-0.094
4,-0.09
5,-0.085
6,-0.078
7,-0.09
8,-0.08900000000000001
9,-0.084
10,-0.08
11,-0.08800000000000001
12,-0.077
13,-0.084
14,-0.093
15,-0.08800000000000001
16,-0.086
17,-0.091
18,-0.073
19,-0.048
20,-0.051
21,-0.059
22,-0.044
23,-0.033
24,0.006999999999999999
25,0.033
26,0.029
27,0.018000000000000002
28,0.018000000000000002
29,0.031
30,0.056
31,0.075
32,0.105
33,0.107
34,0.111
35,0.096
36,0.086
37,0.046
38,0.026
39,0.024
40,0.017
41,-0.012
42,-0.036000000000000004
43,-0.061
44,-0.078
45,-0.092
46,-0.08900000000000001
47,-0.098
48,-0.099
49,-0.093
50,-0.095
51,-0.098
52,-0.092
53,-0.08900000000000001
54,-0.08199999999999999
55,-0.076
56,-0.063
57,-0.069
58,-0.06
59,-0.052000000000000005
60,-0.052000000000000005
61,-0.065
62,-0.083
63,-0.106
64,-0.075
65,0.055
66,0.227
67,0.433
68,0.657
69,0.962
70,1.261
71,1.352
72,1.16
73,0.807
74,0.277
75,-0.383
76,-0.633
77,-0.7340000000000001
78,-0.738
79,-0.6920000000000001
80,-0.615
81,-0.498
82,-0.413
83,-0.341
84,-0.239
85,-0.134
86,-0.081
87,-0.07200000000000001
88,-0.037000000000000005
89,-0.026
90,-0.024
91,-0.024
92,-0.011
93,0.008
94,0.006
95,0.008
96,0.033
97,0.04
98,0.026
99,0.034
100,0.052000000000000005
101,0.07200000000000001
102,0.07200000000000001
103,0.076
104,0.068
105,0.086
106,0.105
107,0.102
108,0.093
109,0.11
110,0.134
111,0.134
112,0.127
113,0.138
114,0.16399999999999998
115,0.162
116,0.162
117,0.172
118,0.183
119,0.205
120,0.199
121,0.202
122,0.202
123,0.218
124,0.21
125,0.202
126,0.214
127,0.234
128,0.21
129,0.195
130,0.187
131,0.197
132,0.18600000000000005
133,0.16899999999999998
134,0.154
135,0.14800000000000002
136,0.13
137,0.115
138,0.08900000000000001
139,0.073
140,0.061
141,0.033
142,-0.012
143,-0.029
144,-0.041
145,-0.075
146,-0.099
147,-0.111
148,-0.128
149,-0.158
150,-0.158
151,-0.159
152,-0.16699999999999998
153,-0.172
154,-0.173
155,-0.183
156,-0.179
157,-0.17600000000000002
158,-0.177
159,-0.19
160,-0.175
161,-0.168
162,-0.183
163,-0.18
164,-0.168
165,-0.149
166,-0.145
167,-0.145
168,-0.139
169,-0.136
170,-0.121
171,-0.105
172,-0.115
173,-0.114
174,-0.1
175,-0.102
176,-0.111
177,-0.09
178,-0.08900000000000001
179,-0.094
180,-0.093
181,-0.079
182,-0.071
183,-0.07
184,-0.069
185,-0.068
186,-0.07400000000000001
187,-0.053
188,-0.048
189,-0.059
190,-0.052000000000000005
191,-0.039
192,-0.058
193,-0.056
194,-0.049
195,-0.047
196,-0.058
197,-0.053
198,-0.045
199,-0.043
200,-0.05
201,-0.036000000000000004
202,-0.034
203,-0.048
204,-0.039
205,-0.038
206,-0.043
207,-0.039
208,-0.037000000000000005
209,-0.049
210,-0.045
211,-0.036000000000000004
212,-0.033
213,-0.037000000000000005
214,-0.017
215,0.016
216,0.04
217,0.048
218,0.064
219,0.054000000000000006
220,0.05
221,0.086
222,0.117
223,0.119
224,0.133
225,0.14800000000000002
226,0.128
227,0.115
228,0.101
229,0.07200000000000001
230,0.061
231,0.042
232,0.043
233,0.019
234,-0.024
235,-0.021
236,-0.037000000000000005
237,-0.05
238,-0.046
239,-0.051
240,-0.063
241,-0.059
242,-0.033
243,-0.052000000000000005
244,-0.059
245,-0.061
246,-0.061
247,-0.065
248,-0.052000000000000005
249,-0.043
250,-0.039
251,-0.031
252,-0.026
253,-0.045
254,-0.077
255,-0.032
256,0.093
257,0.252
258,0.442
259,0.674
260,0.936
261,1.222
262,1.3430000000000002
263,1.178
264,0.818
265,0.38
266,-0.222
267,-0.528
268,-0.607
269,-0.617
270,-0.604
271,-0.575
272,-0.481
273,-0.411
274,-0.35
275,-0.267
276,-0.184
277,-0.121
278,-0.077
279,-0.041
280,-0.031
281,-0.027000000000000003
