,Resting_ECG
0,0.108
1,0.112
2,0.113
3,0.113
4,0.113
5,0.123
6,0.117
7,0.121
8,0.121
9,0.13699999999999998
10,0.159
11,0.18
12,0.21
13,0.21
14,0.215
15,0.222
16,0.234
17,0.255
18,0.292
19,0.298
20,0.289
21,0.28
22,0.259
23,0.222
24,0.209
25,0.2
26,0.189
27,0.166
28,0.14400000000000002
29,0.107
30,0.08800000000000001
31,0.064
32,0.051
33,0.047
34,0.042
35,0.039
36,0.043
37,0.045
38,0.046
39,0.051
40,0.051
41,0.053
42,0.053
43,0.057
44,0.053
45,0.057
46,0.059
47,0.064
48,0.064
49,0.064
50,0.063
51,0.067
52,0.085
53,0.159
54,0.292
55,0.494
56,0.769
57,1.098
58,1.445
59,1.389
60,0.85
61,0.081
62,-0.81
63,-1.737
64,-2.29
65,-2.427
66,-2.285
67,-1.908
68,-1.398
69,-0.932
70,-0.541
71,-0.154
72,0.161
73,0.3670000000000001
74,0.455
75,0.494
76,0.531
77,0.561
78,0.57
79,0.564
80,0.569
81,0.58
82,0.585
83,0.5710000000000001
84,0.56
85,0.565
86,0.5770000000000001
87,0.5710000000000001
88,0.555
89,0.555
90,0.562
91,0.555
92,0.539
93,0.536
94,0.539
95,0.537
96,0.519
97,0.511
98,0.514
99,0.522
100,0.509
101,0.504
102,0.506
103,0.52
104,0.517
105,0.509
106,0.518
107,0.527
108,0.53
109,0.526
110,0.53
111,0.542
112,0.5529999999999999
113,0.555
114,0.564
115,0.565
116,0.585
117,0.5920000000000001
118,0.5820000000000001
119,0.597
120,0.618
121,0.623
122,0.612
123,0.617
124,0.624
125,0.622
126,0.607
127,0.605
128,0.593
129,0.5760000000000001
130,0.545
131,0.507
132,0.468
133,0.422
134,0.353
135,0.28300000000000003
136,0.217
137,0.153
138,0.07400000000000001
139,-0.006
140,-0.079
141,-0.15
142,-0.21
143,-0.28300000000000003
144,-0.343
145,-0.397
146,-0.434
147,-0.466
148,-0.49
149,-0.51
150,-0.519
151,-0.534
152,-0.542
153,-0.5379999999999999
154,-0.531
155,-0.532
156,-0.526
157,-0.517
158,-0.51
